beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_00053,GB17FUFI65268132469748,Joshua Gonzales,Costa-Lara Bank,Azerbaijan,High,0,False,2026-03-02 12:32:55.526239
BENE_00054,GB54HRIS70025926757313,Sara King,"Hall, Carter and Hanson Bank",Madagascar,Low,0,False,2026-02-07 12:32:55.526467
BENE_00055,GB38EHXW36193681454912,Jeffrey Miller,Hill and Sons Bank,Guatemala,Low,0,False,2024-10-07 12:32:55.526609
BENE_00056,GB03CUFF75134534048226,Jerry Molina,Neal LLC Bank,Iran,Low,1,False,2023-11-21 12:32:55.526755
BENE_00057,GB50FXWR43732157162169,Ms. Michelle Foster DVM,"Vaughn, Hall and Bruce Bank",Turkey,Low,0,False,2024-01-26 12:32:55.526992
BENE_00058,GB64IWWZ31703466520296,Rebecca Williams,"Davis, Lawrence and Norris Bank",Venezuela,High,1,False,2026-02-11 12:32:55.527225
BENE_00059,GB47WZZH91304311229185,John Dawson,Simmons-Ryan Bank,Cape Verde,Low,1,False,2024-10-12 12:32:55.527412
BENE_00060,GB49KXVH77718316407448,Ryan Howard,Singh-Dawson Bank,British Indian Ocean Territory (Chagos Archipelago),Low,0,False,2025-02-09 12:32:55.527597
BENE_00061,GB85PAYC26806133655075,Mikayla Roberts,Keller Ltd Bank,Mayotte,Critical,6,True,2025-05-18 12:32:55.527681
BENE_00062,GB22MEKG28325702369238,Amy Carter,Chapman-Miller Bank,Denmark,Low,0,False,2024-08-08 12:32:55.527866
BENE_00063,GB25SQKY75629272111314,Keith Larson,Rosales-Warner Bank,Malaysia,High,0,False,2024-08-02 12:32:55.528050
BENE_00064,GB12RCJE11348339461912,Christopher Hall,"Cummings, Monroe and Briggs Bank",Sri Lanka,Low,0,False,2023-10-01 12:32:55.528276
BENE_00065,GB72SZMJ81200033893206,Patricia Jones,Foley Group Bank,Papua New Guinea,Medium,0,False,2024-01-15 12:32:55.528425
BENE_00066,GB46JBQE90198146654819,Samantha Robinson,Welch-Ray Bank,Brazil,Low,0,False,2026-01-14 12:32:55.528611
BENE_00067,GB16DNFQ61511225105585,Kelly Goodman,"Freeman, Allen and Howard Bank",Saint Helena,Low,0,False,2025-11-16 12:32:55.528842
BENE_00068,GB78MLWV75219973841319,Kelly Smith,Brooks-Williamson Bank,United States of America,Medium,1,False,2025-11-14 12:32:55.529030
BENE_00069,GB43ADQC78895300814636,John Crawford,Rogers-Munoz Bank,Uganda,Low,0,False,2025-07-28 12:32:55.529215
BENE_00070,GB21GHQX93633344385438,John Turner,"Wright, Spencer and Werner Bank",Israel,Low,0,False,2025-06-18 12:32:55.529443
BENE_00071,GB88LNLN25434000682405,Sandra Hernandez,"Davis, Cooper and Bryan Bank",Cote d'Ivoire,Low,0,False,2026-01-03 12:32:55.529669
BENE_00072,GB67BMEO52440079799121,Vanessa Williams,Harris-Moore Bank,Saint Pierre and Miquelon,Low,0,False,2025-01-15 12:32:55.529863
BENE_00073,GB84FUJJ62627748435091,Billy Dean,Branch Group Bank,Jamaica,Medium,0,False,2024-04-02 12:32:55.530006
BENE_00074,GB54ARNQ06793289136830,Ashley Brown,Wall-Smith Bank,Benin,Medium,0,False,2024-09-18 12:32:55.530194
BENE_00075,GB29NWNR56220820985579,Justin Hess,Wang-Wagner Bank,Northern Mariana Islands,Low,0,False,2024-09-25 12:32:55.530376
BENE_00076,GB09LNOF29249789952480,Kristy Henderson,Martinez Inc Bank,Equatorial Guinea,High,0,False,2024-11-22 12:32:55.530521
BENE_00077,GB98YZAF36615400760131,Gina Trujillo,Evans Ltd Bank,Monaco,Low,0,False,2026-01-22 12:32:55.530665
BENE_00078,GB55RGPK82976022940583,Sandra Bryant,Wilson and Sons Bank,Croatia,Low,0,False,2025-01-18 12:32:55.530816
BENE_00079,GB40XKJL69651201633935,Elizabeth Hopkins,"Holmes, Lopez and King Bank",Zambia,Medium,1,False,2025-05-22 12:32:55.531044
BENE_00080,GB69YUWC26917410745005,Todd Underwood,Dennis Ltd Bank,Portugal,High,1,False,2024-08-21 12:32:55.531187
BENE_00081,GB19ERKW70442170851845,Ms. Maria Gordon,Powell LLC Bank,Spain,Low,0,False,2025-09-29 12:32:55.531337
BENE_00082,GB64XWGY01452244142551,Alexis Yates,Perez-Johns Bank,Bahamas,Low,1,False,2024-06-24 12:32:55.531523
BENE_00083,GB12NZWO66660059468931,Ryan Robinson,"Turner, Fox and Nelson Bank",Guernsey,Low,1,False,2024-03-18 12:32:55.531752
BENE_00084,GB69TMCP72620741230424,Patrick Campbell,"Ellis, Griffin and Jones Bank",Belgium,Low,0,False,2025-02-25 12:32:55.531977
BENE_00085,GB96TWRO07821021088148,Barbara Bates,"Oconnell, Powers and Carpenter Bank",Wallis and Futuna,High,1,False,2023-12-09 12:32:55.532205
BENE_00086,GB06DXHP74430052029226,Kimberly Jackson,Goodwin-Rojas Bank,Kiribati,High,0,False,2025-12-09 12:32:55.532392
BENE_00087,GB61ECQP32138267153552,Ashley Gray,"Grimes, Lee and Pearson Bank",Montserrat,High,1,False,2024-12-12 12:32:55.532616
BENE_00088,GB15VRXC44185242882692,Robert Hester,"Saunders, Williams and Perez Bank",Ghana,Low,0,False,2025-09-24 12:32:55.532844
BENE_00089,GB53CILL40512923919081,Larry Lewis,"Gonzales, Hanson and Brady Bank",French Southern Territories,High,0,False,2024-02-29 12:32:55.533071
BENE_00090,GB88BWIQ86476957295278,Amanda Gonzalez,Johnston Inc Bank,Israel,Low,0,False,2024-09-03 12:32:55.533217
BENE_00091,GB87NFMR48250725084985,Joshua Bowman,Davis-Ferrell Bank,Uruguay,Low,0,False,2025-03-06 12:32:55.533402
BENE_00092,GB19CYOO07481720709120,Sharon Wilkins,Brown Inc Bank,Samoa,Low,0,False,2024-12-29 12:32:55.533546
BENE_00093,GB53KZQP47033500297896,Shannon Newton,"Anderson, Blackburn and Stephenson Bank",Martinique,Low,0,False,2025-06-27 12:32:55.533781
BENE_00094,GB14HQDR39733636315441,Sherri Lopez,Johnson PLC Bank,India,Low,0,False,2024-07-22 12:32:55.533928
BENE_00095,GB21INLD09920220255878,Jaime Ward,Graves-Johnson Bank,Cayman Islands,Low,0,False,2025-09-24 12:32:55.534117
BENE_00096,GB84WSUN72687720676275,Casey Clay,Baker-Daniels Bank,French Polynesia,Low,0,False,2024-11-12 12:32:55.534305
BENE_00097,GB46NQJE88028957213622,Brooke King,"Nelson, Henson and Greene Bank",Seychelles,High,0,False,2024-08-11 12:32:55.534535
BENE_00098,GB05YHHZ77853334370403,Eric Gutierrez,"Johnson, Smith and Woodard Bank",Wallis and Futuna,Medium,0,False,2024-12-26 12:32:55.534769
BENE_00099,GB96LQWR97089096776363,Kevin Taylor,Maldonado-Thomas Bank,British Virgin Islands,High,0,False,2026-03-02 12:32:55.534954
BENE_00100,GB13NAWX06429273220627,Angela Sanford,"Meadows, Scott and Smith Bank",Iceland,Low,0,False,2025-10-02 12:32:55.535185
BENE_00101,GB18SAAS01934347676728,Marcus Briggs,Harris-Hudson Bank,Zambia,Medium,0,False,2025-09-26 12:32:55.535369
BENE_00102,GB62JIRG80736228901454,Shannon Williams,King-Harris Bank,Ukraine,High,0,False,2024-11-01 12:32:55.535560
BENE_00103,GB18FUAQ30370056433284,Mandy Martin,"Anderson, Moore and Martin Bank",Bangladesh,High,0,False,2025-06-18 12:32:55.535790
BENE_00104,GB68DUAJ10231356808730,Ross Mclaughlin,Clark-Weeks Bank,New Zealand,Medium,0,False,2025-09-19 12:32:55.535974
BENE_00105,GB05FOTS46267333659239,Mark Mccann,"Rodriguez, Boyd and Marquez Bank",Ecuador,Medium,0,False,2024-12-25 12:32:55.536200
BENE_00106,GB27BAWF09425848720572,Adriana Stevens,Castillo-Smith Bank,Bolivia,Low,0,False,2023-12-04 12:32:55.536386
BENE_00107,GB88NEXC40380917635558,John Vaughn,"Green, Richards and Hurst Bank",Mauritania,Low,0,False,2024-09-04 12:32:55.536612
BENE_00108,GB67DCYE60877029891850,Brian Morris,Harris LLC Bank,Luxembourg,High,0,False,2024-02-26 12:32:55.536759
BENE_00109,GB44PDLB02805731285018,Tammy Smith,"White, Hill and Flowers Bank",Bangladesh,High,0,False,2024-08-15 12:32:55.536988
BENE_00110,GB15ZZJE44205702375620,Thomas Garcia,Hancock and Sons Bank,Liberia,Low,1,False,2023-12-15 12:32:55.537133
BENE_00111,GB03HYPY89165516443474,Stephanie Ward,"King, Gallegos and Davis Bank",Madagascar,High,0,False,2025-11-03 12:32:55.537361
BENE_00112,GB49JFZO73325320372488,John Stout,Martinez-Coleman Bank,French Guiana,Medium,0,False,2025-04-14 12:32:55.537545
BENE_00113,GB07IWEM28943820328243,Jenna Taylor,Allen-Hicks Bank,Portugal,High,1,False,2025-08-15 12:32:55.537736
BENE_00114,GB72NKFE89492723996724,Jennifer Santiago,Orozco-Smith Bank,Burundi,Critical,5,True,2025-12-12 12:32:55.537857
BENE_00115,GB92ZTSN47098170374901,Eric Kerr,"Murphy, Solomon and Johnson Bank",Nigeria,Low,0,False,2024-03-03 12:32:55.538084
BENE_00116,GB02ECZM11751633073422,Melissa Drake,Chan-Young Bank,United Arab Emirates,Low,0,False,2025-05-08 12:32:55.538270
BENE_00117,GB47NHQK66978483630005,Nathan Kramer,"Miller, Dixon and Hicks Bank",Congo,High,0,False,2024-04-11 12:32:55.538496
BENE_00118,GB09MSNE11725157643554,Luis Gutierrez,Long-Blair Bank,Netherlands,Medium,1,False,2023-10-19 12:32:55.538687
BENE_00119,GB60NGZB82345134311500,Alyssa Jones,Wagner Inc Bank,Bangladesh,High,1,False,2025-11-30 12:32:55.538834
BENE_00120,GB19LTDB70237854438752,Alexa Strickland,Davis-Dillon Bank,North Macedonia,High,0,False,2024-04-11 12:32:55.539022
BENE_00121,GB34AHRQ90021977599823,Leah Hensley,"Williams, Benton and Adkins Bank",Belarus,High,0,False,2025-02-14 12:32:55.539249
BENE_00122,GB34TMIJ64185778392049,Robin Cooper,Wilson LLC Bank,Wallis and Futuna,High,0,False,2024-01-06 12:32:55.539393
BENE_00123,GB80EEKO88150212162016,Amy Mcdowell,"Cruz, Curtis and Wilkins Bank",Gabon,High,1,False,2025-05-07 12:32:55.539620
BENE_00124,GB02OLMD95317236146538,Connie Rivers,"Thomas, Smith and Madden Bank",El Salvador,High,0,False,2025-08-19 12:32:55.539855
BENE_00125,GB60QDIB48196388300385,Carolyn Shelton,"Gibson, Perkins and Ward Bank",Iran,Medium,0,False,2026-02-17 12:32:55.540087
BENE_00126,GB35RNOV80327674447527,Daniel Gilmore,Atkinson Inc Bank,Finland,Medium,0,False,2025-09-22 12:32:55.540232
BENE_00127,GB26TCUK43911589087411,Victoria Smith,Jones-Massey Bank,Libyan Arab Jamahiriya,Medium,0,False,2024-04-15 12:32:55.540420
BENE_00128,GB53GCOD37602212405646,Ian Salas,Bates-Clark Bank,Antigua and Barbuda,Medium,0,False,2023-12-28 12:32:55.540603
BENE_00129,GB44LVKG78310214518656,Vanessa Morse,"Hendricks, Miranda and Marquez Bank",Nigeria,Low,0,False,2025-10-27 12:32:55.540835
BENE_00130,GB35NYEH30642207548437,Robert Pitts,Schultz-Cole Bank,Pitcairn Islands,Low,0,False,2025-06-30 12:32:55.541019
BENE_00131,GB58WGJK57594187956139,Jose Boyd,Zimmerman Inc Bank,Brunei Darussalam,Low,1,False,2026-02-13 12:32:55.541162
BENE_00132,GB22AFRD83551083227522,Michael Bridges,Gates Ltd Bank,Macao,Medium,1,False,2024-04-18 12:32:55.541307
BENE_00133,GB69NGCI75436711176021,Mark Davies,Key-Morales Bank,Ethiopia,Low,0,False,2025-03-29 12:32:55.541492
BENE_00134,GB42QPJF95841854878164,Lisa Fox,Davis-Brown Bank,Niger,Low,0,False,2025-04-04 12:32:55.541683
BENE_00135,GB75ORJK04394914291673,Ian Mitchell,Hill LLC Bank,Belarus,Low,0,False,2025-12-26 12:32:55.541829
BENE_00136,GB72KTMN16908467128446,Patrick Marks,"Miller, Rosales and Jordan Bank",New Caledonia,Low,1,False,2026-02-25 12:32:55.542054
BENE_00137,GB74MTQL12468473705817,Jared Velez,Rodriguez and Sons Bank,United Kingdom,Low,0,False,2025-01-20 12:32:55.542196
BENE_00138,GB57QFDZ19012087416788,Samuel Lowe,Gonzalez-Tapia Bank,San Marino,Low,0,False,2023-10-24 12:32:55.542378
BENE_00139,GB86BCUN93967902035637,Arthur Mcclure,"Robbins, Johnson and Taylor Bank",Cambodia,Medium,1,False,2023-10-04 12:32:55.542602
BENE_00140,GB79PBDO93146207174563,Michael Sparks,"Ramos, Erickson and Boyd Bank",Sao Tome and Principe,Low,0,False,2025-04-14 12:32:55.542829
BENE_00141,GB40WJWX79093393190043,Jennifer Reyes,Berry-Morales Bank,Haiti,Low,0,False,2024-10-19 12:32:55.543014
BENE_00142,GB66NOAC96966485256733,Dominic Smith,"Jones, Jacobs and Chaney Bank",Zambia,Low,0,False,2025-05-20 12:32:55.543239
BENE_00143,GB69JWKV99762529201836,Mario Bradley,Woods and Sons Bank,Seychelles,High,0,False,2023-11-20 12:32:55.543381
BENE_00144,GB28LOJE55902483023335,Cody Snyder,Hughes PLC Bank,Palau,Low,1,False,2024-05-27 12:32:55.543524
BENE_00145,GB57KUHI24455127486191,Brenda Mccormick,Koch-Velasquez Bank,Poland,Medium,0,False,2023-11-26 12:32:55.543711
BENE_00146,GB70ICBG60031548414548,David Dominguez,Weaver Ltd Bank,Iran,Low,0,False,2024-10-16 12:32:55.543853
BENE_00147,GB81LDOM98485708707579,Nicole Bruce,Crawford Inc Bank,Wallis and Futuna,High,1,False,2025-02-26 12:32:55.543999
BENE_00148,GB06SPMA85092636633468,Joshua Evans,"Doyle, Buck and Clark Bank",Andorra,Low,0,False,2025-01-28 12:32:55.544222
BENE_00149,GB18LEGL65475978488436,Stacie Parker,"Kennedy, Noble and Pugh Bank",Samoa,Medium,0,False,2024-02-28 12:32:55.544445
BENE_00150,GB39MRSE54292577341094,Jennifer Herrera,Watson-Walter Bank,Lesotho,Low,0,False,2026-03-04 12:32:55.544629
BENE_00151,GB25UPIS77356681780399,Darrell Brown,"Collier, Carroll and Mills Bank",Bouvet Island (Bouvetoya),Low,0,False,2026-02-13 12:32:55.544855
BENE_00152,GB71RWAJ16410148444993,Felicia Kirk,Patel Ltd Bank,Saint Helena,Low,0,False,2025-04-29 12:32:55.545004
BENE_00153,GB62DTDW46566747179607,Joshua Brown,Peterson Inc Bank,Cameroon,High,0,False,2025-04-13 12:32:55.545149
BENE_00154,GB33EKSO36687555671092,Justin Brown,Perez-Taylor Bank,Cote d'Ivoire,Low,0,False,2025-05-24 12:32:55.545331
BENE_00155,GB88FXID63434577463818,Mark Brown,"Daniel, Lewis and Johnson Bank",French Guiana,Low,1,False,2023-09-20 12:32:55.545556
BENE_00156,GB62IUMK03248182039735,Peter King,Smith-Barker Bank,Kiribati,Low,0,False,2023-09-18 12:32:55.545739
BENE_00157,GB03LFPW92996503244751,Emily Scott,Sanchez-Smith Bank,Comoros,Low,0,False,2025-04-13 12:32:55.545922
BENE_00158,GB74RPQJ32235942210808,Alicia Rosario,Brewer PLC Bank,Costa Rica,Low,1,False,2024-07-02 12:32:55.546064
BENE_00159,GB46JDSN21306314205410,Joseph Rojas,Harrell-Villanueva Bank,Christmas Island,Low,0,False,2025-12-05 12:32:55.546247
BENE_00160,GB69ABNR22904699539969,Donald Acevedo,"Smith, Bishop and Mason Bank",Nicaragua,Low,0,False,2024-07-11 12:32:55.546473
BENE_00161,GB24XCCZ34612154209844,Tammy Richardson,Smith-Gallagher Bank,Cambodia,Low,0,False,2024-08-17 12:32:55.546658
BENE_00162,GB97TDWV31825511034998,William Cox,Aguirre-Wilson Bank,Aruba,Low,0,False,2023-11-29 12:32:55.546844
BENE_00163,GB74CMAQ79999680324526,Charles Nunez,"Mills, Guzman and Dennis Bank",Christmas Island,Low,0,False,2024-09-13 12:32:55.547068
BENE_00164,GB69UFHO73296413565304,Tammy Richardson,Edwards Ltd Bank,French Southern Territories,Low,0,False,2024-03-21 12:32:55.547212
BENE_00165,GB46LYRR61904523656778,Natalie Stevens,Lynch LLC Bank,Botswana,Low,0,False,2024-08-27 12:32:55.547356
BENE_00166,GB63NMHK72099449409492,Dylan Castillo,"Dorsey, Anderson and May Bank",Cyprus,Low,0,False,2024-06-08 12:32:55.547580
BENE_00167,GB10ZCCH76923903490541,James Garcia,Ryan PLC Bank,Taiwan,Low,0,False,2024-03-13 12:32:55.547726
BENE_00168,GB23ERAX85855519717739,Cole Taylor,Waller-Miller Bank,Dominica,High,1,False,2024-12-27 12:32:55.547909
BENE_00169,GB83IWOX72695532845729,David Wilkins,Owen Group Bank,Mozambique,High,1,False,2025-09-13 12:32:55.548056
BENE_00170,GB49SBRM99336855614205,Allison Young,Haas LLC Bank,Fiji,Low,0,False,2025-10-14 12:32:55.548203
BENE_00171,GB03QGSH83983505550033,Richard Pacheco,Johnson and Sons Bank,Indonesia,High,0,False,2025-03-14 12:32:55.548350
BENE_00172,GB85ISNR55712643015033,Karina Dawson,Walker-Parker Bank,Yemen,Medium,1,False,2024-03-22 12:32:55.548536
BENE_00173,GB19DTLT87345262210631,Lisa Luna,Sweeney-Hill Bank,Jersey,High,0,False,2023-09-26 12:32:55.548725
BENE_00174,GB81NEMI47687475672696,Jaclyn Hunt,"Holloway, Williams and Short Bank",Lesotho,Low,0,False,2023-11-09 12:32:55.548954
BENE_00175,GB60ISXV73781403803197,Robert Caldwell,Daniels-Mitchell Bank,Venezuela,Low,0,False,2025-03-14 12:32:55.549138
BENE_00176,GB71ZSCH72756461404660,Richard Collier,"Henson, Morgan and Rodriguez Bank",Tunisia,Low,0,False,2026-02-26 12:32:55.549364
BENE_00177,GB32ZNDB36977682689553,Bailey Diaz,Hartman Ltd Bank,New Caledonia,High,1,False,2025-08-11 12:32:55.549513
BENE_00178,GB30PCHJ36385649316370,Brittany Myers,Brady-Parker Bank,Djibouti,Medium,0,False,2025-11-30 12:32:55.549701
BENE_00179,GB93URVC15524069931176,Joshua Harris,"Coleman, Gibbs and Harrington Bank",Guadeloupe,Low,0,False,2025-10-14 12:32:55.549924
BENE_00180,GB90QUDL74443138005134,Cody Spencer,Mathews-Potter Bank,United States of America,Low,1,False,2025-01-13 12:32:55.550102
BENE_00181,GB95IPEJ27011713594868,Eric Cohen,Miller-Smith Bank,Tanzania,Medium,0,False,2024-01-21 12:32:55.550284
BENE_00182,GB98XBLI34941035586255,Keith Ward,Willis Group Bank,Norfolk Island,High,1,False,2024-12-24 12:32:55.550426
BENE_00183,GB02YITZ78596390676627,Nathan Miller,Moore and Sons Bank,Honduras,Low,1,False,2024-11-01 12:32:55.550570
BENE_00184,GB92RHGR15512344263008,Michael Brooks,Palmer and Sons Bank,Cape Verde,Low,0,False,2025-01-12 12:32:55.550713
BENE_00185,GB59GAXP50407311863147,Erin Garcia,Cox PLC Bank,Poland,High,0,False,2026-02-09 12:32:55.550861
BENE_00186,GB46VSAX00237385780280,Richard Graham,White PLC Bank,Antigua and Barbuda,High,0,False,2024-11-21 12:32:55.551007
BENE_00187,GB27MHTR88587378237801,Lisa Rodriguez,"Cruz, Tran and Martinez Bank",Georgia,Low,0,False,2025-08-30 12:32:55.551238
BENE_00188,GB96KUNP43055881146365,Michael Miller,Strickland PLC Bank,Bouvet Island (Bouvetoya),High,1,False,2024-09-25 12:32:55.551384
BENE_00189,GB50PDZJ03640624702668,James Baxter,Smith Inc Bank,Switzerland,Low,0,False,2024-12-03 12:32:55.551530
BENE_00190,GB49XMQN56700422583683,Deanna Ray,Olsen and Sons Bank,Mongolia,Low,1,False,2023-11-21 12:32:55.551679
BENE_00191,GB63AKLQ76821338326319,Andrea Joseph,Rivera-Dodson Bank,Congo,Low,0,False,2024-11-17 12:32:55.551867
BENE_00192,GB51CDLN34474887961402,Cindy Hernandez,"Johnson, Valencia and Alexander Bank",Heard Island and McDonald Islands,Low,0,False,2024-08-04 12:32:55.552097
BENE_00193,GB18XUJX48837518576777,Brittany Robertson,Phillips-French Bank,Egypt,Low,0,False,2025-03-22 12:32:55.552283
BENE_00194,GB52PZVV04747124834452,Joseph Skinner,Davis LLC Bank,Mexico,High,1,False,2025-10-02 12:32:55.552425
