entity_id,entity_name,entity_type,country,sanction_source,sanction_category,reason_for_sanction,risk_level,pep_flag,fraudster_flag,blacklist_flag,regulatory_reference,effective_date,expiry_date,status,created_at,updated_at
SANC_00027,Nelson PLC,Vessel,Saint Pierre and Miquelon,EU,Regime Sanctions,Response data plant enough major.,Critical,True,True,True,REG-2021-807,2024-12-06,2027-06-17,Active,2026-02-16 12:32:54.603204,2026-04-27 12:32:54.603210
SANC_00028,Davis Group,Individual,Mayotte,EU,Terrorism Financing,Analysis four capital woman claim.,Critical,False,True,True,REG-2023-315,2025-04-04,2028-02-15,Active,2026-01-13 12:32:54.603546,2026-04-29 12:32:54.603550
SANC_00029,"Patterson, Smith and Jones",Organization,Bermuda,EU,Narcotics,Nation strong old challenge.,High,True,False,True,REG-2021-283,2024-05-01,2026-04-06,Active,2025-01-30 12:32:54.604237,2026-04-22 12:32:54.604243
SANC_00030,Diaz-Fitzpatrick,Vessel,Burundi,UN,Narcotics,Together decide economic.,High,False,True,True,REG-2024-327,2023-09-15,,Active,2025-07-14 12:32:54.604736,2026-04-30 12:32:54.604743
SANC_00031,Stacey Russell,Individual,Burundi,OFAC,Narcotics,See understand door class son computer include conference.,Critical,False,False,True,REG-2021-891,2023-08-28,,Active,2025-04-12 12:32:54.605151,2026-04-09 12:32:54.605157
SANC_00032,Jennifer Santiago,Vessel,Philippines,OFAC,Terrorism Financing,Environment skin blue the teach.,Critical,True,False,True,REG-2021-211,2025-04-18,2027-04-06,Active,2025-02-26 12:32:54.605572,2026-05-04 12:32:54.605578
SANC_00033,Julia Torres,Vessel,Saint Vincent and the Grenadines,UKHM,Narcotics,Development process huge everything attorney.,Critical,True,False,True,REG-2021-632,2023-11-23,2026-05-27,Active,2025-03-20 12:32:54.605997,2026-03-13 12:32:54.606002
SANC_00034,May-Ross,Vessel,North Korea,EU,Cyber Crime,Former agree theory end oil worker although.,Critical,True,False,True,REG-2025-421,2024-12-29,2026-05-05,Active,2025-03-03 12:32:54.606497,2026-05-06 12:32:54.606501
SANC_00035,Chandler-Edwards,Vessel,Mayotte,UN,Regime Sanctions,Worker break tonight couple and job mind southern.,Critical,True,True,True,REG-2024-780,2024-08-22,2027-07-16,Active,2025-02-16 12:32:54.607031,2026-05-22 12:32:54.607037
SANC_00036,"Mclaughlin, Gonzalez and Reynolds",Organization,Uganda,OFAC,Cyber Crime,Perhaps professional by tonight medical project.,Critical,True,False,True,REG-2025-721,2024-10-27,2027-02-15,Active,2025-07-23 12:32:54.607713,2026-04-18 12:32:54.607719
SANC_00037,"Phillips, Martinez and Fisher",Vessel,Nauru,EU,Terrorism Financing,Quality total past feeling nature a.,Critical,False,True,True,REG-2022-788,2024-02-07,2025-08-28,Active,2025-12-21 12:32:54.608365,2026-06-10 12:32:54.608371
SANC_00038,Kevin Pena,Organization,Bermuda,OFAC,Regime Sanctions,Kid put memory soldier where save probably.,Critical,True,False,True,REG-2024-509,2024-01-09,,Active,2025-04-05 12:32:54.608813,2026-03-17 12:32:54.608820
SANC_00039,Lisa Davis,Individual,Mayotte,EU,Narcotics,Pull different current agency each.,Critical,True,True,True,REG-2021-567,2024-01-07,,Active,2025-07-12 12:32:54.609247,2026-03-20 12:32:54.609253
SANC_00040,Gibson Ltd,Vessel,Bermuda,UN,Regime Sanctions,Create recent manager during prevent accept seem.,Critical,False,True,True,REG-2024-560,2024-05-25,,Active,2025-10-31 12:32:54.609605,2026-03-24 12:32:54.609612
SANC_00041,Jeffery Thompson,Vessel,Nauru,EU,Cyber Crime,Let newspaper true building card let most.,Critical,True,False,True,REG-2022-378,2024-12-27,2027-07-03,Active,2026-01-24 12:32:54.610042,2026-05-27 12:32:54.610048
SANC_00042,Pedro Ramos,Organization,Russia,EU,Narcotics,Interview trade knowledge city technology late seem.,High,False,False,True,REG-2023-655,2024-07-26,2025-09-27,Active,2025-11-21 12:32:54.610460,2026-04-21 12:32:54.610466
SANC_00043,Richard Washington,Vessel,Russia,OFAC,Regime Sanctions,Ever back experience even floor.,Critical,True,False,True,REG-2023-871,2025-02-16,2027-04-21,Active,2025-06-04 12:32:54.610887,2026-03-10 12:32:54.610893
SANC_00044,Hernandez Group,Vessel,Burundi,UKHM,Narcotics,Relationship ask imagine my.,Critical,False,False,True,REG-2021-498,2024-07-12,2027-06-07,Active,2025-08-11 12:32:54.611232,2026-03-13 12:32:54.611238
SANC_00045,Jason Stein,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Watch affect thing offer local wall fear hope.,High,True,False,True,REG-2022-987,2024-04-12,2025-06-02,Active,2025-10-24 12:32:54.611635,2026-04-26 12:32:54.611640
SANC_00046,Kimberly Navarro,Organization,Philippines,UN,Regime Sanctions,Today major event magazine home protect something right.,Critical,False,False,True,REG-2021-581,2025-03-25,,Active,2025-06-03 12:32:54.612046,2026-06-07 12:32:54.612053
SANC_00047,Hooper PLC,Organization,Burundi,OFAC,Terrorism Financing,Trade option production.,High,True,True,True,REG-2021-736,2025-02-16,,Active,2026-01-01 12:32:54.612383,2026-04-14 12:32:54.612389
SANC_00048,Taylor-Murray,Vessel,Czech Republic,UKHM,Cyber Crime,Employee force lawyer.,Critical,True,True,True,REG-2022-418,2023-08-14,,Active,2026-02-21 12:32:54.612873,2026-05-05 12:32:54.612878
SANC_00049,Ramirez-Bean,Organization,Uganda,EU,Terrorism Financing,Edge bank affect much yourself glass.,High,True,False,True,REG-2025-924,2024-02-15,,Active,2025-05-21 12:32:54.613355,2026-06-08 12:32:54.613361
SANC_00050,Marissa Webster,Organization,North Korea,UN,Terrorism Financing,Current after charge call prove.,Critical,True,False,True,REG-2024-208,2024-09-30,2026-10-05,Active,2025-04-15 12:32:54.613771,2026-04-16 12:32:54.613775
SANC_00051,Marshall LLC,Organization,Ecuador,UN,Regime Sanctions,Cold parent security boy standard who.,Critical,False,False,True,REG-2023-972,2024-07-29,,Active,2026-01-21 12:32:54.614113,2026-05-09 12:32:54.614120
SANC_00052,Hickman PLC,Individual,Benin,UKHM,Cyber Crime,However resource away real physical big.,High,False,False,True,REG-2022-599,2023-08-31,,Active,2025-10-25 12:32:54.614452,2026-05-01 12:32:54.614458
SANC_00053,Lindsay Martinez,Vessel,Russia,UN,Terrorism Financing,Site girl into have media game support.,High,True,True,True,REG-2024-600,2024-12-28,2026-08-31,Active,2025-03-18 12:32:54.614895,2026-04-14 12:32:54.614900
SANC_00054,Hamilton LLC,Organization,Benin,OFAC,Terrorism Financing,Religious itself safe whole establish space Mrs.,Critical,True,False,True,REG-2022-413,2025-02-03,2027-02-15,Active,2025-07-07 12:32:54.615243,2026-04-04 12:32:54.615248
SANC_00055,Petersen-Vargas,Organization,Syria,UN,Cyber Crime,System store beautiful think during let.,Critical,False,False,True,REG-2023-336,2024-05-31,,Active,2025-11-28 12:32:54.615737,2026-05-04 12:32:54.615743
SANC_00056,Allen Rosales,Vessel,Russia,EU,Narcotics,Maintain great election evidence.,High,False,False,True,REG-2025-878,2024-09-01,2026-06-17,Active,2026-01-14 12:32:54.616136,2026-05-20 12:32:54.616141
SANC_00057,Kristi Black,Organization,Ecuador,UN,Terrorism Financing,Beat result major serve real.,High,False,True,True,REG-2021-666,2024-08-22,,Active,2026-01-01 12:32:54.616539,2026-03-24 12:32:54.616544
SANC_00058,West-Smith,Organization,Saint Vincent and the Grenadines,OFAC,Cyber Crime,Develop reality fill ok list.,Critical,False,False,True,REG-2023-288,2024-09-27,2026-06-12,Active,2025-07-05 12:32:54.617050,2026-05-30 12:32:54.617057
SANC_00059,Barajas-Pierce,Organization,Nauru,OFAC,Terrorism Financing,Reflect even edge building court build.,High,True,False,True,REG-2021-354,2024-07-05,,Active,2025-02-08 12:32:54.617546,2026-04-21 12:32:54.617552
SANC_00060,"Lopez, Robinson and Washington",Vessel,Burundi,UKHM,Regime Sanctions,With modern executive beyond create dinner conference add.,Critical,False,False,True,REG-2023-682,2024-07-09,2027-03-25,Active,2025-02-21 12:32:54.618207,2026-06-01 12:32:54.618213
SANC_00061,Williams-Brown,Individual,Iran,EU,Cyber Crime,Recently call than make their.,High,True,True,True,REG-2022-665,2024-07-07,,Active,2026-03-05 12:32:54.618701,2026-04-22 12:32:54.618707
SANC_00062,Jeremiah Lopez,Vessel,Nauru,UN,Terrorism Financing,Education technology box.,High,False,False,True,REG-2024-172,2024-08-06,2026-05-03,Active,2025-04-20 12:32:54.619106,2026-03-30 12:32:54.619112
SANC_00063,Jones-Soto,Individual,Mayotte,OFAC,Narcotics,Charge specific we.,High,False,True,True,REG-2021-161,2023-07-31,,Active,2025-09-30 12:32:54.619542,2026-03-29 12:32:54.619547
SANC_00064,Wilson Group,Vessel,Bosnia and Herzegovina,UKHM,Terrorism Financing,Other peace simply herself training father open investment.,Critical,False,False,True,REG-2023-612,2023-08-15,2025-11-05,Active,2026-01-24 12:32:54.619845,2026-03-29 12:32:54.619850
SANC_00065,Tyler Garcia,Organization,Syria,UN,Cyber Crime,Personal enough ball dream necessary.,High,True,True,True,REG-2025-701,2024-08-02,2027-06-21,Active,2025-10-20 12:32:54.620202,2026-04-01 12:32:54.620207
SANC_00066,Michael Harrison,Individual,Nauru,UKHM,Cyber Crime,Discuss religious reflect.,High,False,False,True,REG-2021-581,2023-10-06,2025-09-11,Active,2025-09-23 12:32:54.620563,2026-03-20 12:32:54.620568
SANC_00067,Tammy French,Individual,Philippines,UKHM,Regime Sanctions,Operation sound cup boy different chance enter central.,Critical,False,True,True,REG-2024-190,2024-05-10,2026-04-06,Active,2026-01-06 12:32:54.620940,2026-03-07 12:32:54.620945
SANC_00068,Linda Holloway,Vessel,Northern Mariana Islands,UKHM,Regime Sanctions,Keep light fight I evening.,High,True,False,True,REG-2025-874,2023-07-27,2025-10-21,Active,2025-02-10 12:32:54.621312,2026-06-07 12:32:54.621318
SANC_00069,Kyle Preston,Vessel,Falkland Islands (Malvinas),UN,Regime Sanctions,Page ago director purpose team onto.,Critical,True,True,True,REG-2025-918,2024-07-12,,Active,2025-12-15 12:32:54.621700,2026-05-05 12:32:54.621705
SANC_00070,"Underwood, Johnston and Hines",Vessel,Mayotte,OFAC,Narcotics,Like prepare trouble consider.,High,False,True,True,REG-2022-610,2023-06-29,2025-04-22,Active,2025-06-19 12:32:54.622297,2026-03-15 12:32:54.622302
SANC_00071,Katherine Davis,Organization,Nauru,EU,Regime Sanctions,Impact fly bit claim in many.,High,False,True,True,REG-2025-620,2024-08-14,2025-12-31,Active,2026-01-30 12:32:54.622684,2026-05-09 12:32:54.622690
SANC_00072,Cervantes-Pierce,Organization,Philippines,UN,Terrorism Financing,Because education break significant ten stay ability.,Critical,False,False,True,REG-2022-557,2024-10-09,2026-09-27,Active,2025-09-17 12:32:54.623133,2026-04-04 12:32:54.623139
SANC_00073,Gutierrez-Lopez,Organization,Benin,UN,Narcotics,Performance material kind appear environment capital.,High,False,True,True,REG-2024-144,2025-03-09,2027-07-06,Active,2025-03-10 12:32:54.623544,2026-04-26 12:32:54.623548
SANC_00074,Kari Johnson,Vessel,Iran,EU,Regime Sanctions,Participant dream citizen nearly need behavior yeah tree.,High,True,False,True,REG-2021-995,2024-01-10,2025-04-21,Active,2025-06-10 12:32:54.623884,2026-04-16 12:32:54.623888
SANC_00075,Ronnie Jimenez,Individual,Mayotte,EU,Terrorism Financing,Meeting event strong woman during.,Critical,False,False,True,REG-2025-809,2024-05-15,2025-08-05,Active,2025-09-19 12:32:54.624207,2026-03-19 12:32:54.624211
SANC_00076,Lee-Greene,Organization,Philippines,UKHM,Terrorism Financing,Tell everybody so increase.,High,True,False,True,REG-2022-864,2024-07-20,,Active,2026-01-15 12:32:54.624600,2026-03-08 12:32:54.624605
SANC_00077,"Adams, Smith and Barber",Individual,Benin,EU,Cyber Crime,Oil process tend land machine forward several help.,High,True,False,True,REG-2021-400,2025-04-26,2027-07-11,Active,2025-12-22 12:32:54.625138,2026-05-13 12:32:54.625142
SANC_00078,Pollard and Sons,Vessel,North Korea,EU,Narcotics,Him task improve fish list tree high.,High,True,False,True,REG-2025-799,2025-04-24,,Active,2025-05-12 12:32:54.625413,2026-05-26 12:32:54.625419
SANC_00079,Marissa Hernandez,Vessel,Saint Pierre and Miquelon,UKHM,Cyber Crime,Call whole forward.,High,False,False,True,REG-2025-261,2025-06-04,,Active,2025-09-11 12:32:54.625755,2026-03-30 12:32:54.625760
SANC_00080,Ariana Lozano,Organization,Russia,UN,Regime Sanctions,Reveal improve pressure.,Critical,True,False,True,REG-2024-209,2023-08-26,,Active,2025-05-18 12:32:54.626081,2026-04-29 12:32:54.626086
SANC_00081,Harrington-Baker,Vessel,Bosnia and Herzegovina,OFAC,Regime Sanctions,Realize power system system teacher here first responsibility.,Critical,True,True,True,REG-2025-863,2023-10-04,2025-07-23,Active,2025-02-02 12:32:54.626477,2026-05-15 12:32:54.626481
SANC_00082,"Johnson, Jones and Welch",Organization,Burundi,EU,Cyber Crime,Young section its better plant.,High,True,True,True,REG-2023-907,2024-12-19,2027-08-04,Active,2025-09-01 12:32:54.626999,2026-03-12 12:32:54.627003
SANC_00083,Michael Berger,Organization,Philippines,UKHM,Narcotics,Food argue grow.,High,True,False,True,REG-2025-613,2025-03-11,2026-08-26,Active,2025-10-26 12:32:54.627329,2026-04-13 12:32:54.627333
SANC_00084,Schmidt PLC,Organization,Syria,UN,Terrorism Financing,Color bad that people.,Critical,True,True,True,REG-2022-980,2024-04-23,2027-03-14,Active,2025-08-15 12:32:54.627603,2026-04-03 12:32:54.627607
SANC_00085,Briana Murray,Organization,Northern Mariana Islands,UN,Terrorism Financing,Least project together let explain.,Critical,False,False,True,REG-2025-490,2023-12-06,2025-12-20,Active,2026-01-10 12:32:54.627939,2026-03-19 12:32:54.627942
SANC_00086,Tony Huerta,Individual,Bermuda,UN,Narcotics,Police interesting economic suddenly current.,High,False,False,True,REG-2024-219,2024-07-17,,Active,2026-02-15 12:32:54.628263,2026-05-06 12:32:54.628268
SANC_00087,Rodriguez-James,Individual,Saint Vincent and the Grenadines,EU,Narcotics,Offer yeah far within probably ever.,Critical,False,False,True,REG-2025-529,2024-03-20,2025-08-25,Active,2025-08-06 12:32:54.628659,2026-03-22 12:32:54.628663
SANC_00088,Natasha Williams,Organization,Bermuda,UKHM,Cyber Crime,Seat strategy total simply discover soon despite couple.,High,False,True,True,REG-2024-555,2024-07-31,2026-08-06,Active,2026-01-15 12:32:54.629002,2026-03-18 12:32:54.629006
SANC_00089,Patricia Becker,Vessel,Saint Vincent and the Grenadines,OFAC,Regime Sanctions,Pick tough position final.,Critical,True,True,True,REG-2024-193,2023-12-13,2026-09-30,Active,2025-04-13 12:32:54.629327,2026-03-29 12:32:54.629332
SANC_00090,"Diaz, Anderson and Browning",Individual,Philippines,EU,Narcotics,Section compare car much will most.,High,True,True,True,REG-2025-321,2024-04-30,2025-12-24,Active,2025-09-19 12:32:54.629850,2026-05-26 12:32:54.629854
SANC_00091,Scott Group,Vessel,Northern Mariana Islands,UN,Narcotics,Second full boy while cell.,High,False,True,True,REG-2021-776,2025-04-10,2026-08-22,Active,2026-02-27 12:32:54.630119,2026-04-29 12:32:54.630123
SANC_00092,"Ramsey, Whitney and Coffey",Individual,Antarctica (the territory South of 60 deg S),UN,Terrorism Financing,Hand so add Mr lawyer pull public.,High,False,True,True,REG-2022-859,2025-05-19,2026-09-12,Active,2025-02-18 12:32:54.630599,2026-06-05 12:32:54.630603
SANC_00093,Teresa Rodriguez,Organization,Jamaica,OFAC,Regime Sanctions,Likely people wall foreign particular.,High,True,False,True,REG-2024-758,2024-08-13,2025-10-14,Active,2025-07-04 12:32:54.630896,2026-04-23 12:32:54.630900
SANC_00094,Julie Haynes,Individual,Nauru,UKHM,Terrorism Financing,Bring animal also you break doctor.,High,False,True,True,REG-2021-229,2024-09-28,,Active,2025-04-16 12:32:54.631190,2026-03-31 12:32:54.631194
SANC_00095,Chavez-Santiago,Organization,Uganda,UN,Regime Sanctions,Industry score choice increase between majority impact.,Critical,True,True,True,REG-2025-838,2024-07-10,2026-09-23,Active,2025-07-18 12:32:54.631544,2026-05-15 12:32:54.631548
SANC_00096,Jacob Ramos,Organization,Uganda,UKHM,Terrorism Financing,Talk between rate name within.,Critical,False,False,True,REG-2023-483,2025-05-08,2028-04-10,Active,2025-07-07 12:32:54.631841,2026-06-05 12:32:54.631845
SANC_00097,Colton Martinez,Individual,Anguilla,UKHM,Terrorism Financing,Begin deep police wife anything four writer.,Critical,True,True,True,REG-2025-675,2024-03-01,2027-01-16,Active,2026-01-03 12:32:54.632138,2026-04-22 12:32:54.632142
SANC_00098,Ronald Spencer,Vessel,Mayotte,OFAC,Cyber Crime,Democratic thank forget challenge too able teach certain.,Critical,False,True,True,REG-2025-619,2025-01-08,,Active,2025-04-04 12:32:54.632430,2026-04-13 12:32:54.632434
SANC_00099,Christopher Guerrero,Individual,Saint Vincent and the Grenadines,UN,Terrorism Financing,Capital group small.,Critical,True,False,True,REG-2025-885,2023-09-16,2026-06-05,Active,2025-03-26 12:32:54.632731,2026-03-23 12:32:54.632735
SANC_00100,Thompson Inc,Vessel,North Korea,UN,Terrorism Financing,Score moment second live.,High,False,False,True,REG-2023-459,2024-08-16,,Active,2025-12-23 12:32:54.632973,2026-04-02 12:32:54.632977
SANC_00101,"Wheeler, Hayes and Walker",Individual,Falkland Islands (Malvinas),OFAC,Terrorism Financing,Analysis situation term miss leader who article look.,High,False,False,True,REG-2024-449,2025-01-01,,Active,2025-09-28 12:32:54.633417,2026-03-13 12:32:54.633421
SANC_00102,Katherine Browning,Vessel,Bermuda,OFAC,Terrorism Financing,Tonight focus chance call.,High,True,True,True,REG-2021-378,2024-04-02,2026-06-10,Active,2025-07-01 12:32:54.633695,2026-03-28 12:32:54.633699
SANC_00103,Michelle James,Organization,Czech Republic,OFAC,Cyber Crime,Most law painting between reduce table prepare shoulder.,Critical,True,False,True,REG-2025-598,2024-09-11,2026-07-23,Active,2026-02-11 12:32:54.633973,2026-05-16 12:32:54.633976
SANC_00104,Jesse Perez,Vessel,Bouvet Island (Bouvetoya),OFAC,Narcotics,Still human role fine fine effort.,Critical,True,True,True,REG-2023-396,2024-11-21,2025-11-28,Active,2025-06-25 12:32:54.634243,2026-03-10 12:32:54.634246
SANC_00105,Kara Davis,Individual,Uganda,EU,Cyber Crime,Behavior benefit school speech.,High,False,True,True,REG-2024-119,2025-05-10,2026-07-28,Active,2025-09-27 12:32:54.634518,2026-04-01 12:32:54.634522
SANC_00106,Kristina Rivera,Organization,Russia,UKHM,Cyber Crime,Improve them wait institution.,High,False,True,True,REG-2023-275,2024-07-24,2027-04-17,Active,2025-07-14 12:32:54.634805,2026-03-17 12:32:54.634808
SANC_00107,Schmitt PLC,Individual,Mayotte,OFAC,Narcotics,Goal official defense prevent difference.,Critical,False,True,True,REG-2024-991,2025-04-12,2027-03-25,Active,2025-11-13 12:32:54.635037,2026-05-02 12:32:54.635040
SANC_00108,"Richardson, Farmer and Andrews",Individual,Jamaica,OFAC,Narcotics,Suddenly window stand party poor ago.,Critical,False,True,True,REG-2022-205,2023-08-31,,Active,2025-11-25 12:32:54.635473,2026-05-22 12:32:54.635477
SANC_00109,"Adams, White and Park",Vessel,Anguilla,EU,Regime Sanctions,Tv go consider century price.,Critical,False,False,True,REG-2023-254,2025-04-22,2027-08-15,Active,2025-07-23 12:32:54.635917,2026-03-25 12:32:54.635921
SANC_00110,Valerie Davis,Organization,Antarctica (the territory South of 60 deg S),OFAC,Cyber Crime,Democrat information game have return since nothing.,High,False,False,True,REG-2024-138,2023-08-03,,Active,2025-10-11 12:32:54.636195,2026-06-04 12:32:54.636199
SANC_00111,Moore PLC,Individual,Bermuda,UKHM,Regime Sanctions,Purpose evening product.,High,False,True,True,REG-2023-719,2023-08-15,2025-01-15,Active,2026-02-03 12:32:54.636415,2026-04-17 12:32:54.636418
SANC_00112,Donald Fischer,Organization,Russia,OFAC,Narcotics,Generation book question or.,High,True,False,True,REG-2024-636,2024-06-02,2025-11-11,Active,2025-09-01 12:32:54.636669,2026-04-27 12:32:54.636673
SANC_00113,Williams-Foster,Organization,Mayotte,UN,Terrorism Financing,Area daughter war should share face build market.,Critical,True,False,True,REG-2021-671,2024-07-02,2026-04-18,Active,2025-10-28 12:32:54.636984,2026-03-13 12:32:54.636987
SANC_00114,James Ltd,Vessel,Falkland Islands (Malvinas),UN,Terrorism Financing,Matter street south author technology.,High,False,False,True,REG-2024-232,2024-04-23,2025-07-18,Active,2025-09-29 12:32:54.637193,2026-04-03 12:32:54.637196
SANC_00115,Thomas Atkins,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Investment identify policy face if whom commercial.,Critical,True,False,True,REG-2023-284,2023-07-14,2025-06-27,Active,2025-02-07 12:32:54.637444,2026-04-12 12:32:54.637447
SANC_00116,Michael Cox,Individual,Falkland Islands (Malvinas),OFAC,Cyber Crime,Such during open model how financial.,High,True,False,True,REG-2025-234,2025-05-05,2026-10-09,Active,2025-12-13 12:32:54.637703,2026-05-21 12:32:54.637706
SANC_00117,Maxwell-Jones,Vessel,Ecuador,UKHM,Terrorism Financing,Most create simply go.,Critical,False,True,True,REG-2024-725,2024-02-16,,Active,2025-02-16 12:32:54.638010,2026-04-17 12:32:54.638014
SANC_00118,Brittany Garcia,Individual,Bosnia and Herzegovina,UKHM,Narcotics,Culture own set pretty concern.,Critical,False,False,True,REG-2023-896,2025-05-13,2027-11-04,Active,2025-08-04 12:32:54.638271,2026-05-24 12:32:54.638274
