customer_id,customer_name,email,phone_number,account_number,date_of_birth,gender,account_type,account_open_date,account_age_days,nationality,country,city,address,occupation,annual_income,kyc_status,customer_risk_rating,previous_fraud_flag,fraud_incident_count,created_at,updated_at
CUST_00011,Richard Harris,howardshaun@example.net,8638406665800,GB04XIGT73598933472122,1991-10-05,Prefer not to say,Business,2022-03-03,1564,British Indian Ocean Territory (Chagos Archipelago),Honduras,South Joshuaview,"57202 Carlson Trail Suite 798, Charlesmouth, NC 29331",Educational psychologist,28241.34,Failed,High,True,1,2022-03-03 12:32:54.693697,2026-05-18 12:32:54.693699
CUST_00012,Caitlin Daniels,odavis@example.org,5543987801573,GB36UTTH05616484085887,1976-02-13,Other,Checking,2024-01-04,892,French Polynesia,Ukraine,West Willie,"USNS Bonilla, FPO AP 70389",Actor,170557.08,Pending,Low,False,0,2024-01-04 12:32:54.694287,2026-06-02 12:32:54.694290
CUST_00013,Mark Lewis,nhouston@example.net,1207501102481,GB26SHIN67665061809190,1989-08-09,Female,Business,2024-07-13,701,Barbados,Guinea-Bissau,West Kristinport,"6607 Amanda Dale Suite 842, Ericastad, AL 73052","Surveyor, building control",96353.7,Failed,Medium,False,0,2024-07-13 12:32:54.694948,2026-05-29 12:32:54.694950
CUST_00014,Kenneth Long,torreskaitlin@example.net,3682223943129,GB38BYRO81414139755231,1963-06-01,Other,Business,2022-02-22,1573,Bangladesh,United Arab Emirates,West Todd,"929 Aguirre Meadow Apt. 053, Lake Jodi, NE 36765",Media buyer,46225.37,Verified,Low,False,0,2022-02-22 12:32:54.695680,2026-06-03 12:32:54.695683
CUST_00015,Sherry Ford,kim78@example.org,9142834110809,GB42SMYS30848872563942,1974-09-23,Other,Premium,2022-02-09,1586,Malawi,Bermuda,Coxtown,"272 Ashley Port, Lake Jessica, MI 05798",English as a foreign language teacher,181482.09,Verified,Low,False,0,2022-02-09 12:32:54.696336,2026-05-29 12:32:54.696339
CUST_00016,Dennis Young,aprilmoody@example.com,7005184498926,GB90UMLS18463865577908,2001-01-07,Prefer not to say,Savings,2025-03-12,459,Kazakhstan,Chad,North Xavier,"25913 Shepherd Stravenue, South Emmafort, IL 77937","Designer, television/film set",78486.54,Verified,Low,False,0,2025-03-12 12:32:54.697070,2026-06-10 12:32:54.697072
CUST_00017,David Anderson,dennishunt@example.net,0242869904137,GB84TPPF36929298425799,1949-10-15,Prefer not to say,Checking,2024-08-19,664,Honduras,Hungary,North Allen,"91279 Natalie Place Apt. 172, Port Erikachester, NC 55640",Metallurgist,125120.58,Verified,Medium,False,0,2024-08-19 12:32:54.697793,2026-06-03 12:32:54.697796
CUST_00018,Jessica Mays,yclarke@example.com,6247314986430,GB09WXZA98180635651269,1961-06-06,Prefer not to say,Savings,2025-10-02,255,Timor-Leste,Mauritania,Cunninghamview,"Unit 6368 Box 8725, DPO AP 73234",Radio broadcast assistant,233124.1,Failed,Low,False,0,2025-10-02 12:32:54.698332,2026-05-20 12:32:54.698334
CUST_00019,Gregory Thornton,melissahopkins@example.net,7213865890260,GB53ZCEP96114351906698,1963-07-01,Prefer not to say,Checking,2022-09-12,1371,Nepal,Azerbaijan,Lake Troy,"09883 Emily Lake Apt. 021, Kimberlystad, TN 52293","Optician, dispensing",241686.59,Verified,Medium,False,0,2022-09-12 12:32:54.699044,2026-05-21 12:32:54.699046
CUST_00020,Nancy Jones,dunnjessica@example.net,5439376904268,GB86DRCQ45184894769735,2006-01-04,Prefer not to say,Business,2024-05-01,774,Kuwait,Pitcairn Islands,Mosleytown,"63356 Black Branch Suite 341, Nunezmouth, CA 73187","Editor, magazine features",232605.3,Verified,Medium,False,0,2024-05-01 12:32:54.699828,2026-05-26 12:32:54.699830
CUST_00021,Steven Adams,victorgonzalez@example.net,4333395211179,GB12AYRB75957947284639,1953-07-13,Female,Savings,2023-10-17,971,Malta,South Georgia and the South Sandwich Islands,Mendozaside,"2718 Stewart Branch Apt. 369, West Michaelview, HI 72402",General practice doctor,109103.28,Failed,Medium,False,0,2023-10-17 12:32:54.700582,2026-05-16 12:32:54.700584
CUST_00022,Louis Diaz,acoleman@example.net,5647292931438,GB95NMGE27026728857448,1999-07-15,Prefer not to say,Business,2022-08-13,1401,Australia,Indonesia,Lake Frankborough,"175 Ward Points Suite 506, West Michelleborough, OK 75984",Solicitor,245285.17,Verified,Low,False,0,2022-08-13 12:32:54.701272,2026-06-01 12:32:54.701274
CUST_00023,Heather Nunez,champton@example.org,9472256996112,GB32KHKK44964759876220,1953-04-30,Other,Business,2022-04-22,1514,Dominica,Panama,Shelbyland,"11780 Kelli Pine Apt. 149, North Diana, FM 51598",Insurance broker,205103.27,Verified,Low,False,0,2022-04-22 12:32:54.701946,2026-05-25 12:32:54.701948
CUST_00024,Jessica Martinez,anthonyalvarado@example.com,7848728299796,GB88QUUR45783174564240,1945-06-16,Other,Premium,2022-07-30,1415,Suriname,Senegal,West Justin,"4064 Laura Plaza Suite 368, Fosterburgh, VT 97116",Newspaper journalist,183731.1,Failed,Medium,False,0,2022-07-30 12:32:54.702682,2026-06-07 12:32:54.702685
CUST_00025,Bobby Garrett,justin84@example.com,1224179749735,GB50AEBR02144270312073,1966-12-28,Other,Premium,2025-07-10,339,Georgia,Solomon Islands,Boltonmouth,"1204 Jones Mountains, East Paula, KS 50515","Administrator, charities/voluntary organisations",231874.11,Verified,Medium,False,0,2025-07-10 12:32:54.703347,2026-05-24 12:32:54.703349
CUST_00026,Danielle Wise,cwright@example.org,1837645208814,GB27PUJG50313650249163,1946-01-05,Female,Premium,2022-01-18,1608,Armenia,Mozambique,Barkerberg,"27195 Brian Rue, Lake Amanda, CT 16993",Ranger/warden,183381.13,Verified,Medium,False,0,2022-01-18 12:32:54.703988,2026-05-29 12:32:54.703990
CUST_00027,Dr. Nicole Trujillo,bquinn@example.net,5240778487392,GB70RLKX74982182744857,1945-06-30,Prefer not to say,Premium,2022-08-05,1409,Northern Mariana Islands,Madagascar,Grosstown,"351 Lee Springs Suite 829, Marcusmouth, DE 13117","Scientist, research (medical)",221819.76,Pending,Low,False,0,2022-08-05 12:32:54.704651,2026-05-28 12:32:54.704654
CUST_00028,Todd White,harristodd@example.org,9678994053910,GB44GUPC70586509480141,2004-12-17,Prefer not to say,Checking,2024-09-09,643,Maldives,Bhutan,Lake Jerryfurt,"288 Reese Trafficway, Emilychester, FM 14145",Dietitian,32204.95,Verified,Low,False,0,2024-09-09 12:32:54.705333,2026-06-05 12:32:54.705335
CUST_00029,Kathy Sandoval,umahoney@example.net,5665939836845,GB08OOMA04908240433504,2003-05-10,Female,Premium,2025-05-07,403,Malawi,Moldova,North Benjamin,"5933 Shepherd Course, Carrollborough, VA 10619","Journalist, broadcasting",177179.78,Verified,Low,False,0,2025-05-07 12:32:54.705948,2026-05-22 12:32:54.705950
CUST_00030,Roger Norris,larsonkevin@example.net,1055661390604,GB46QBKR92583206799813,1972-08-30,Female,Savings,2025-05-07,403,Solomon Islands,India,East Matthew,"641 Shaw Trail, Port Dennis, OH 26467",Ranger/warden,102496.96,Pending,Low,False,0,2025-05-07 12:32:54.706581,2026-05-25 12:32:54.706583
CUST_00031,Kristina Shea,johnadams@example.com,9116655355904,GB10FLTZ79270335211039,2003-11-01,Female,Business,2023-05-24,1117,Trinidad and Tobago,Syrian Arab Republic,Alexanderville,"53833 Dunn Road Apt. 069, West Georgeport, ID 91796",Waste management officer,74646.96,Verified,Medium,False,0,2023-05-24 12:32:54.707235,2026-05-23 12:32:54.707237
CUST_00032,Tony Jones,elizabeth51@example.org,6368157981238,GB87ORWA03845762055543,2008-03-13,Prefer not to say,Business,2022-10-13,1340,Macao,Falkland Islands (Malvinas),Lake Jonathanfurt,"432 Prince Shoals, North Jessica, NC 89367",Video editor,115810.23,Verified,Medium,False,0,2022-10-13 12:32:54.707812,2026-06-12 12:32:54.707813
CUST_00033,Jennifer Berry,mwaller@example.com,8232983248262,GB43USFK18812520566474,1955-01-09,Other,Checking,2025-09-28,259,Comoros,Botswana,East Anthony,"Unit 9499 Box 9393, DPO AE 90596",Agricultural engineer,162729.19,Pending,High,True,2,2025-09-28 12:32:54.708266,2026-05-15 12:32:54.708268
CUST_00034,Karen Shaw,xjoseph@example.org,7722330604633,GB20YGCF79757366096569,2004-08-13,Other,Checking,2023-03-20,1182,Montserrat,Nepal,New Danielmouth,"88608 Black Roads, East Kellyfurt, FM 40419",Higher education lecturer,198513.75,Verified,Low,False,0,2023-03-20 12:32:54.708876,2026-05-30 12:32:54.708878
CUST_00035,Louis Brown,stevenlucas@example.org,2982665702793,GB86OCIK21117518689268,1969-06-06,Male,Checking,2023-09-20,998,Seychelles,Chile,Arianaberg,"06447 Sims Crest, East Adam, WV 33676","Administrator, charities/voluntary organisations",241369.31,Failed,Low,False,0,2023-09-20 12:32:54.709527,2026-06-01 12:32:54.709529
CUST_00036,Kimberly Smith,lyoung@example.net,7671990384983,GB68BFEB50209945101622,1987-10-17,Other,Premium,2023-09-15,1003,New Zealand,Panama,South Kara,"45561 Bridges Circles, Thomasville, UT 36469",Landscape architect,49915.3,Failed,Low,False,0,2023-09-15 12:32:54.710089,2026-06-13 12:32:54.710090
CUST_00037,Melissa Salazar,duncantiffany@example.net,7946954899529,GB92SPQX77293430107139,2008-05-21,Female,Savings,2024-01-16,880,Isle of Man,Aruba,Michaelborough,"441 Evans Plaza, Katieville, TX 44185",Licensed conveyancer,55351.78,Verified,Medium,False,0,2024-01-16 12:32:54.710690,2026-06-12 12:32:54.710692
CUST_00038,Toni Collier,markmorgan@example.net,7027278576084,GB58SXVK88039551240568,1998-07-10,Other,Business,2023-05-25,1116,Montserrat,New Caledonia,Lopezville,"504 Miller Wells Apt. 574, New Kevin, DE 49550",Applications developer,201678.88,Failed,Low,False,0,2023-05-25 12:32:54.711312,2026-06-11 12:32:54.711314
CUST_00039,Jill Johnson,jstein@example.org,7845218230768,GB14DAJB91570184094353,1957-07-31,Other,Checking,2025-04-10,430,Falkland Islands (Malvinas),Martinique,Kendraville,"1098 Jamie Keys, Josephport, OK 32590",Dramatherapist,240107.18,Failed,Low,False,0,2025-04-10 12:32:54.711856,2026-05-19 12:32:54.711858
CUST_00040,Gina Wallace,anthonyberger@example.org,6016629979545,GB47GWYV81792171747733,1954-07-04,Prefer not to say,Business,2021-10-19,1699,Ukraine,Nicaragua,Robertafurt,"7701 Rodriguez Neck Suite 245, New Dakota, GU 94122",Clinical biochemist,41147.48,Verified,Low,False,0,2021-10-19 12:32:54.712473,2026-05-23 12:32:54.712475
CUST_00041,Rebecca Patel,pgarza@example.net,8276153966958,GB20WHFV19719975817246,1949-11-01,Other,Premium,2023-01-19,1242,Botswana,Poland,Murphyton,"022 Schmidt Loaf, Gonzalezmouth, ME 75248",Industrial buyer,70242.42,Failed,Medium,False,0,2023-01-19 12:32:54.713041,2026-05-29 12:32:54.713043
CUST_00042,Michelle Herman,aguilarcheryl@example.net,2405800851403,GB88NWSM56666832723865,1998-05-15,Male,Savings,2025-12-19,177,Cape Verde,France,East Alexander,"762 Derrick Valley, Daltonchester, RI 24067","Programme researcher, broadcasting/film/video",173855.85,Pending,Low,False,0,2025-12-19 12:32:54.713618,2026-05-16 12:32:54.713619
CUST_00043,Joanna Kelly,rogersmith@example.com,8468950097519,GB26PWCE84781891371894,1984-01-27,Female,Savings,2023-12-15,912,United Kingdom,Guam,South Shawnfort,"5442 Heather Ranch Suite 940, Laneshire, AR 86526","Horticulturist, amenity",176986.81,Verified,Low,False,0,2023-12-15 12:32:54.714221,2026-05-15 12:32:54.714223
CUST_00044,Donna Miller,yorkjoshua@example.org,4401929275243,GB49PFZQ05129276637239,1991-09-19,Male,Business,2025-06-05,374,Guatemala,Austria,Karlaville,"7478 Noah Squares Suite 742, Smithmouth, MS 89432",Interpreter,79015.83,Verified,Low,False,0,2025-06-05 12:32:54.714804,2026-05-15 12:32:54.714806
CUST_00045,Amanda Hardin,stephanie69@example.net,5441496739385,GB90VWFK80010618175344,1957-08-12,Other,Business,2026-03-07,99,Anguilla,Niger,North Sheenaborough,"USS Erickson, FPO AE 11823",Trade union research officer,131965.08,Verified,Medium,False,0,2026-03-07 12:32:54.715237,2026-06-07 12:32:54.715239
CUST_00046,Stephanie Knight,pauladominguez@example.com,7174654214066,GB40KBII27173962712863,1984-02-17,Male,Savings,2022-02-01,1594,Botswana,United States Minor Outlying Islands,Baldwinville,"470 Hernandez Route, North Elizabethview, FL 92258",Landscape architect,58500.81,Failed,Medium,False,0,2022-02-01 12:32:54.715812,2026-06-13 12:32:54.715814
CUST_00047,Kaylee Case,zmendoza@example.net,8306719855460,GB31UUCL85174328063461,1985-03-07,Female,Checking,2025-11-24,202,Guinea-Bissau,Libyan Arab Jamahiriya,Lake Samuelborough,"93761 Porter Village, Levytown, AZ 44971",Banker,218938.7,Pending,Low,False,0,2025-11-24 12:32:54.716342,2026-06-07 12:32:54.716344
CUST_00048,Jennifer Lewis,ibentley@example.org,1027079032020,GB39JZDO92911179931365,1996-07-29,Prefer not to say,Savings,2023-02-09,1221,Saint Pierre and Miquelon,Philippines,Nguyenshire,"09251 Joshua Throughway Suite 258, South John, OR 05835",Contracting civil engineer,191784.89,Verified,Low,False,0,2023-02-09 12:32:54.716867,2026-05-30 12:32:54.716869
CUST_00049,Lisa Strickland,hobbschristopher@example.org,1946723248763,GB40FTWB92791456083318,2006-12-27,Male,Savings,2021-12-09,1648,Niger,Guyana,South Kaylee,"31277 Ernest Cape Apt. 543, Kingmouth, AZ 14187",Associate Professor,36847.05,Verified,Low,False,0,2021-12-09 12:32:54.717416,2026-05-27 12:32:54.717417
CUST_00050,Richard Washington,jonesjoe@example.com,6353153136363,GB12CPSP06239726527354,1958-03-11,Female,Premium,2025-12-30,166,Brunei Darussalam,Antigua and Barbuda,West Derekmouth,"3492 Belinda Plaza, North Robert, NC 64623","Engineer, technical sales",113755.54,Pending,Medium,False,0,2025-12-30 12:32:54.717929,2026-06-01 12:32:54.717931
CUST_00051,Diana Blair,johnhamilton@example.org,9060078068671,GB89OPHC80632543107427,1999-07-02,Male,Business,2024-05-11,764,San Marino,Myanmar,South Stevenberg,"57016 Schmidt Hill Suite 498, Port Gail, RI 44501",Automotive engineer,174858.71,Failed,Low,False,0,2024-05-11 12:32:54.718473,2026-05-24 12:32:54.718475
CUST_00052,Helen Williams,ndiaz@example.org,5281832538179,GB84WGYX35548640155778,1978-08-19,Male,Savings,2023-12-24,903,British Virgin Islands,Latvia,Shannonstad,"71162 Mullen Club, East Joshuaberg, NM 20227","Engineer, energy",181202.87,Verified,Low,False,0,2023-12-24 12:32:54.718970,2026-05-15 12:32:54.718972
CUST_00053,Elaine Montes,thomasfisher@example.net,4310385695579,GB70VWQR77492424375402,1967-09-12,Other,Premium,2024-01-04,892,Korea,Zimbabwe,New Sandra,"22231 Victoria Ports Apt. 745, East Anna, AZ 87736",Investment analyst,159510.14,Verified,Low,False,0,2024-01-04 12:32:54.719467,2026-06-01 12:32:54.719468
CUST_00054,Jerry Cantrell,david06@example.com,7520885474929,GB14XOKW17028140693751,1966-01-05,Male,Business,2026-04-05,70,New Caledonia,Norway,New Alicia,"01871 Lee Island Apt. 562, Woodstad, AL 37810",Location manager,55954.4,Verified,Low,False,0,2026-04-05 12:32:54.719955,2026-05-21 12:32:54.719957
CUST_00055,Shelly Miller,afigueroa@example.com,2662991234785,GB55CSYM10646287923264,1980-05-06,Other,Checking,2023-03-06,1196,Armenia,Swaziland,Maryport,"00244 Martinez Shores Suite 627, North David, KY 65126",Broadcast engineer,88553.0,Verified,Low,False,0,2023-03-06 12:32:54.720424,2026-05-27 12:32:54.720426
CUST_00056,John Graham,courtney71@example.com,4290257252045,GB14NULB44818321928554,1962-07-21,Female,Savings,2024-05-24,751,Qatar,Portugal,Codyshire,"28457 Peterson Estates, East Ericbury, MP 25197","Surveyor, land/geomatics",29607.82,Failed,Medium,False,0,2024-05-24 12:32:54.720885,2026-06-01 12:32:54.720886
CUST_00057,Kelly Patel,butlersabrina@example.org,0754527985240,GB86XDHE23423216110760,1957-10-27,Male,Premium,2024-06-19,725,Antigua and Barbuda,South Africa,South Davidview,"011 Briana Flats Apt. 501, Port Julie, KY 76490",Magazine features editor,68312.16,Verified,Low,False,0,2024-06-19 12:32:54.721371,2026-05-31 12:32:54.721372
CUST_00058,Phyllis Austin,garciabelinda@example.org,3428013875927,GB17VDFL66383615171827,1993-06-22,Female,Checking,2023-03-07,1195,Romania,France,North Markville,"473 Roberts Walk Suite 317, Harryfort, TX 14286",Occupational hygienist,62318.33,Failed,Low,False,0,2023-03-07 12:32:54.721872,2026-06-07 12:32:54.721873
CUST_00059,Angela Thomas,gneal@example.net,1535396136749,GB26SIYZ65796784271147,1976-10-11,Male,Business,2023-08-09,1040,Niue,Western Sahara,North Cory,"0269 Hernandez Road, Port Charleshaven, WI 65013","Psychologist, prison and probation services",168275.14,Verified,Low,False,0,2023-08-09 12:32:54.722327,2026-05-23 12:32:54.722328
CUST_00060,Katherine Green,lisa88@example.org,6167567700284,GB09WFPN24671978897782,1977-05-16,Male,Checking,2022-06-10,1465,India,Estonia,Garzafurt,"5009 David Lakes Suite 905, Davisstad, MI 54493",Make,186885.53,Pending,Low,False,0,2022-06-10 12:32:54.722781,2026-06-02 12:32:54.722782
CUST_00061,David Collins,lozanocameron@example.com,5208507698640,GB31WPSA56965917135785,1955-12-13,Female,Savings,2021-09-22,1726,French Southern Territories,Haiti,Harrisland,"4049 Ballard Road, Lake Meganville, OR 44651",Government social research officer,85581.54,Verified,Low,False,0,2021-09-22 12:32:54.723282,2026-06-03 12:32:54.723283
CUST_00062,Karen Clark,pearsonkevin@example.com,8536649878208,GB91FSPG74896908357232,1992-06-23,Other,Premium,2021-10-11,1707,Serbia,French Southern Territories,Jenkinsland,"4249 Richard Crescent Apt. 303, Stevenside, NE 55815",Animator,179495.37,Verified,Medium,False,0,2021-10-11 12:32:54.723768,2026-05-26 12:32:54.723770
CUST_00063,Allen Clarke,donna20@example.net,0015941651623,GB15DSXQ18984713915596,1996-03-21,Other,Business,2022-06-10,1465,Samoa,Dominica,Robinsonville,"6490 Ferguson Squares Apt. 586, Vegaview, FM 19494",Medical laboratory scientific officer,58787.09,Verified,Low,False,0,2022-06-10 12:32:54.724219,2026-05-19 12:32:54.724221
CUST_00064,Eric Brewer,skinnereileen@example.org,4864518376064,GB26JCYH43275604177656,2000-09-08,Prefer not to say,Premium,2023-10-14,974,Svalbard & Jan Mayen Islands,Bolivia,Lake Jose,"857 Kathleen Row Apt. 720, Gonzalezport, MD 75973",Charity fundraiser,213225.31,Verified,Medium,False,0,2023-10-14 12:32:54.724691,2026-05-21 12:32:54.724693
CUST_00065,Micheal Saunders,melaniejennings@example.com,7242954316526,GB07MSHA08931734206969,1961-11-03,Prefer not to say,Business,2021-12-29,1628,Benin,Heard Island and McDonald Islands,New David,"7133 Sophia Via Suite 476, South Melissa, PA 28755",Heritage manager,122432.33,Verified,Low,False,0,2021-12-29 12:32:54.725151,2026-05-27 12:32:54.725152
CUST_00066,Christopher Sparks,robertsjose@example.net,3597107256366,GB04XTIC18005375990048,1984-06-27,Male,Premium,2025-01-08,522,Gabon,Indonesia,Davidside,"2875 Anderson Island, Thomasville, MD 06289",Conference centre manager,217504.14,Verified,Medium,False,0,2025-01-08 12:32:54.725630,2026-06-07 12:32:54.725632
CUST_00067,Diana Ward,qcampbell@example.net,8562572870320,GB13HFBP42761707587771,1998-09-27,Male,Savings,2023-11-27,930,Tonga,Cameroon,West Claytonport,"849 Brandy Avenue, South Samantha, IA 65789",Chief Marketing Officer,225184.19,Failed,Medium,False,0,2023-11-27 12:32:54.726044,2026-06-13 12:32:54.726046
CUST_00068,Michael Becker,gbrooks@example.com,0177749050975,GB22XXZS23045018961642,1960-07-29,Prefer not to say,Checking,2025-10-24,233,Sierra Leone,Tonga,Davisborough,"2147 Fitzgerald Inlet Apt. 515, South Sean, MS 62948","Geologist, wellsite",228449.82,Failed,Low,False,0,2025-10-24 12:32:54.726497,2026-05-27 12:32:54.726499
CUST_00069,Peter Shepherd,ryansimmons@example.org,7327881476174,GB44EEVJ38649081081866,1951-05-28,Prefer not to say,Checking,2024-03-20,816,Panama,Saint Helena,Michaelshire,"72260 Robert Squares, Leemouth, WV 88353","Production assistant, television",104138.28,Verified,Medium,False,0,2024-03-20 12:32:54.726962,2026-05-21 12:32:54.726964
CUST_00070,Vincent Savage,jasonmiller@example.net,1680061027769,GB63XPJT95641220310303,1975-10-05,Female,Business,2024-07-07,707,Cameroon,Pakistan,South Megan,"47276 Darren Drives, Maynardfort, AK 59419",Textile designer,135258.33,Verified,Low,False,0,2024-07-07 12:32:54.727433,2026-06-02 12:32:54.727435
CUST_00071,Ronald Myers,alan66@example.com,0767899730806,GB97SKRC46717957602437,1967-02-11,Female,Checking,2022-08-23,1391,Djibouti,Madagascar,New Regina,"46657 Christy Haven Apt. 722, East Catherine, CT 55024","Research officer, political party",194157.4,Verified,Low,False,0,2022-08-23 12:32:54.727841,2026-06-08 12:32:54.727842
CUST_00072,Anthony Smith,michael22@example.net,1561931837455,GB89YBYR42891077119918,1948-02-04,Female,Business,2022-12-10,1282,Bosnia and Herzegovina,Chad,Port Jamiestad,"787 Eric Lakes Suite 213, Montestown, IA 62585",Licensed conveyancer,236010.31,Verified,Low,False,0,2022-12-10 12:32:54.728249,2026-05-20 12:32:54.728250
CUST_00073,Derek Espinoza,qward@example.org,8632666785072,GB33YAWZ81155626060290,2007-01-18,Male,Premium,2022-11-10,1312,Rwanda,South Georgia and the South Sandwich Islands,Robertside,"0489 Isabella Mission Apt. 899, Terryfurt, WI 26360",Illustrator,104970.09,Verified,Medium,False,0,2022-11-10 12:32:54.728665,2026-06-07 12:32:54.728667
CUST_00074,Jean Higgins,abigailfernandez@example.org,8848520089434,GB30XNQD05485101749075,2007-05-18,Other,Business,2021-11-11,1676,Sri Lanka,Samoa,West Kevin,"683 Mark Prairie, Port Kimberly, NH 13344",Data processing manager,128025.07,Pending,Low,False,0,2021-11-11 12:32:54.729104,2026-06-12 12:32:54.729106
CUST_00075,Angela Brown,thomasgriffin@example.com,9886497677622,GB14QEPW72881377028519,1999-02-23,Other,Savings,2024-12-12,549,Bouvet Island (Bouvetoya),British Indian Ocean Territory (Chagos Archipelago),Ashleyton,"4544 Johnson Divide, Port Brittany, AR 40499",Herpetologist,181859.34,Failed,Medium,False,0,2024-12-12 12:32:54.729540,2026-05-18 12:32:54.729542
CUST_00076,Katherine Martinez,carlos06@example.com,9756792287772,GB79XKCZ99663658074120,1981-06-27,Other,Checking,2022-07-05,1440,South Africa,Sierra Leone,Annville,"98909 Karen Parkway, North Dominiqueside, HI 02987",Haematologist,106631.7,Pending,Low,False,0,2022-07-05 12:32:54.729924,2026-05-26 12:32:54.729926
CUST_00077,Michael Clay,imiller@example.net,6907056260856,GB25ICDD82422412462095,1956-11-18,Male,Premium,2025-04-26,414,Rwanda,Azerbaijan,Petermouth,"6103 Karen Radial Apt. 788, Averyview, AR 42225","Psychologist, forensic",106555.62,Verified,Medium,False,0,2025-04-26 12:32:54.730330,2026-06-01 12:32:54.730331
CUST_00078,Allen Schultz,adamstabitha@example.net,3824967183258,GB61FZHR68700794200749,1961-04-04,Other,Business,2024-03-02,834,Pitcairn Islands,Hong Kong,Meganborough,"28914 Randall Crossing Apt. 846, New William, AS 42221","Lighting technician, broadcasting/film/video",202311.21,Failed,Low,False,0,2024-03-02 12:32:54.730762,2026-05-28 12:32:54.730763
CUST_00079,Michelle Nelson,matthew79@example.com,2097002687681,GB64ZUUC80715695620175,2004-06-07,Prefer not to say,Checking,2024-07-28,686,Kenya,Algeria,Lake Andrew,"19433 Coffey Camp Suite 793, East Traceyfurt, DE 36853","Teacher, adult education",72897.88,Failed,Medium,False,0,2024-07-28 12:32:54.731166,2026-06-05 12:32:54.731167
