customer_id,customer_name,email,phone_number,account_number,date_of_birth,gender,account_type,account_open_date,account_age_days,nationality,country,city,address,occupation,annual_income,kyc_status,customer_risk_rating,previous_fraud_flag,fraud_incident_count,created_at,updated_at
CUST_00011,Joy Peterson,velasquezmegan@example.com,5711305548851,GB15BFPE61493316373516,1948-08-11,Prefer not to say,Business,2023-03-16,1185,Vanuatu,North Macedonia,Port Patriciamouth,"0808 Roberson Orchard, Lake Beth, VA 17328",Civil Service administrator,28241.34,Failed,High,True,1,2023-03-16 12:04:49.200698,2026-05-17 12:04:49.200698
CUST_00012,Lisa Morris,mbarnes@example.net,4654722698485,GB57WXRU33394522885158,1978-02-19,Other,Checking,2024-09-27,624,Myanmar,Montserrat,Craigside,"81062 Ellen Flats Suite 244, Port Bryan, WY 39185","Engineer, electronics",170557.08,Pending,Low,False,0,2024-09-27 12:04:49.202223,2026-06-01 12:04:49.202223
CUST_00013,Robert Garcia,juliahoffman@example.org,0666580043973,GB22UWWU59893347212281,1971-02-12,Female,Business,2026-01-18,146,Armenia,Japan,Angelaberg,"57202 Carlson Trail Suite 798, Charlesmouth, NC 29331",Educational psychologist,96353.7,Failed,Medium,False,0,2026-01-18 12:04:49.202223,2026-05-28 12:04:49.202223
CUST_00014,Jonathan Perry,odavis@example.org,5543987801573,GB36UTTH05616484085887,1978-07-29,Other,Business,2025-11-15,210,Aruba,French Polynesia,West Willie,"USNS Bonilla, FPO AP 70389",Actor,46225.37,Verified,Low,False,0,2025-11-15 12:04:49.203234,2026-06-02 12:04:49.203234
CUST_00015,Mark Lewis,nhouston@example.net,1207501102481,GB26SHIN67665061809190,1993-02-21,Other,Premium,2022-01-01,1624,Thailand,Barbados,Sarahville,"147 Foster Shore Apt. 728, East Julie, WY 72030",Hotel manager,181482.09,Verified,Low,False,0,2022-01-01 12:04:49.204246,2026-05-28 12:04:49.204246
CUST_00016,Stephen Sanford,susan08@example.net,1009968814353,GB92NUQE22394312908781,1965-03-24,Prefer not to say,Savings,2022-09-02,1380,Paraguay,Bangladesh,Coreyshire,"2314 Rachel Island Suite 759, Heatherberg, OK 74800",Medical sales representative,78486.54,Verified,Low,False,0,2022-09-02 12:04:49.204753,2026-06-09 12:04:49.204753
CUST_00017,Caroline Edwards,jenniferdavidson@example.com,2577754781291,GB55IERG41108099693084,1982-06-07,Prefer not to say,Checking,2024-02-19,845,Uganda,Mauritius,Valdezberg,"427 Randy Parkway, Lake Johnburgh, WV 67889",Counselling psychologist,125120.58,Verified,Medium,False,0,2024-02-19 12:04:49.205762,2026-06-02 12:04:49.205762
CUST_00018,Keith Knight,jillwebb@example.com,3731453038567,GB70OBBU51844989266591,1980-08-09,Prefer not to say,Savings,2025-03-29,441,El Salvador,Honduras,New Richard,"7908 Scott Forks Apt. 843, East Eric, PA 94519",Commissioning editor,233124.1,Failed,Low,False,0,2025-03-29 12:04:49.205762,2026-05-19 12:04:49.205762
CUST_00019,Gary Wilson,lmendoza@example.org,0302992280920,GB57FIFQ69904137977236,1986-05-02,Prefer not to say,Checking,2023-05-28,1112,Cambodia,South Africa,New Donna,"9913 Cruz Coves Apt. 388, Serranoville, HI 62874",Volunteer coordinator,241686.59,Verified,Medium,False,0,2023-05-28 12:04:49.205762,2026-05-20 12:04:49.205762
CUST_00020,Kim Goodwin,olsondavid@example.net,6865086376599,GB40DNEI73149864300981,1980-10-25,Prefer not to say,Business,2021-10-11,1706,Albania,Honduras,Lake Linda,"69448 Cunningham Ridge, Victoriafurt, WV 27199",Patent attorney,232605.3,Verified,Medium,False,0,2021-10-11 12:04:49.207270,2026-05-25 12:04:49.207270
CUST_00021,Karen Wood,tking@example.net,6213721386589,GB07WVWB26012796114351,1986-11-22,Female,Savings,2026-02-21,112,Argentina,Saint Kitts and Nevis,Ariasfurt,"902 Gonzales Flats Suite 309, New Gavin, AZ 47652",Field trials officer,109103.28,Failed,Medium,False,0,2026-02-21 12:04:49.207786,2026-05-15 12:04:49.207786
CUST_00022,Angie Hill,zgomez@example.com,8011848955439,GB07GOMS04268181845184,2005-01-24,Prefer not to say,Business,2021-06-12,1827,Mauritania,Suriname,Heatherfurt,"7790 Wilson Cliff, Schultzbury, TX 92405",Event organiser,245285.17,Verified,Low,False,0,2021-06-12 12:04:49.207786,2026-05-31 12:04:49.207786
CUST_00023,Harry Nichols,john16@example.net,1827553942373,GB44HXHI33339521117908,1948-04-28,Other,Business,2024-02-17,847,Thailand,Liberia,Christinefort,"PSC 9472, Box 8463, APO AP 17310",Audiological scientist,205103.27,Verified,Low,False,0,2024-02-17 12:04:49.207786,2026-05-24 12:04:49.207786
CUST_00024,Karen Fernandez,phillip27@example.org,5003691559428,GB08IHIP95527636556472,1984-05-01,Other,Premium,2025-12-01,194,Bulgaria,Morocco,Port Cory,"663 Lauren Streets, South Linda, HI 55750",Restaurant manager,183731.1,Failed,Medium,False,0,2025-12-01 12:04:49.209301,2026-06-06 12:04:49.209301
CUST_00025,Sarah Holmes DDS,jevans@example.net,6120347175455,GB05RRZI50615939982455,1991-04-05,Other,Premium,2022-08-03,1410,Malawi,Libyan Arab Jamahiriya,Prestonfurt,"225 Welch Ports Suite 112, Jeremymouth, SD 38689","Geologist, engineering",231874.11,Verified,Medium,False,0,2022-08-03 12:04:49.209301,2026-05-23 12:04:49.209301
CUST_00026,Jeremy Roy,julie87@example.com,2023413261117,GB87RBAY68114921643347,1988-01-30,Female,Premium,2024-10-22,599,Brunei Darussalam,Bulgaria,North Austin,"7848 Taylor Square Apt. 997, Millsside, ME 46005",Race relations officer,183381.13,Verified,Medium,False,0,2024-10-22 12:04:49.210309,2026-05-28 12:04:49.210309
CUST_00027,Brandon Parker,tgreen@example.org,8254780774064,GB59THZA85368663266341,1974-03-07,Prefer not to say,Premium,2026-01-13,151,Niue,Dominican Republic,Justinside,"12241 Williamson Groves Suite 350, North Tara, AK 24872","Civil engineer, consulting",221819.76,Pending,Low,False,0,2026-01-13 12:04:49.211311,2026-05-27 12:04:49.211311
CUST_00028,Mike Acosta,christophersmith@example.org,6475705120461,GB26RPFG46013673037183,1977-08-16,Prefer not to say,Checking,2023-11-05,951,Iceland,Pitcairn Islands,Sharonburgh,"881 Olson Hills, West Paige, VI 87886",Engineering geologist,32204.95,Verified,Low,False,0,2023-11-05 12:04:49.211311,2026-06-04 12:04:49.211311
CUST_00029,Jeffrey Smith,brenda63@example.org,9792513271950,GB28BLUE81273585730652,1962-07-05,Female,Premium,2022-05-28,1477,United Arab Emirates,Armenia,Mannside,"92855 Hill Village Apt. 182, Phillipsview, ND 48619",Professor Emeritus,177179.78,Verified,Low,False,0,2022-05-28 12:04:49.212309,2026-05-21 12:04:49.212309
CUST_00030,Katie Gross,harveymichael@example.net,5186387829456,GB53UKDD81022031731096,1990-03-21,Female,Savings,2021-06-14,1825,Liechtenstein,Malta,Brandonbury,"37170 Grant Mall, Lauraton, GU 81363",Geographical information systems officer,102496.96,Pending,Low,False,0,2021-06-14 12:04:49.212309,2026-05-24 12:04:49.212309
CUST_00031,Benjamin Torres,susandavis@example.net,8633839288619,GB92LVOW61228685289755,1982-11-18,Female,Business,2025-12-11,184,Greece,Tanzania,Robertchester,"398 Nicholas Plaza Suite 577, Smithton, LA 78588","Administrator, sports",74646.96,Verified,Medium,False,0,2025-12-11 12:04:49.213872,2026-05-22 12:04:49.213872
CUST_00032,Steve Smith,jasonedwards@example.net,8889921075224,GB76LSHH44196931572791,1985-12-14,Prefer not to say,Business,2025-11-06,219,Norway,French Southern Territories,Lake Lindseyfurt,"5661 Julie Vista, Lake Kimberlyfurt, AR 40449","Scientist, research (physical sciences)",115810.23,Verified,Medium,False,0,2025-11-06 12:04:49.214384,2026-06-11 12:04:49.214384
CUST_00033,Karl Murphy,ericnunez@example.com,9981364622517,GB76SXBR64168622783769,1958-10-17,Other,Checking,2021-10-17,1700,Monaco,Nicaragua,East Charles,"911 Henderson Keys Apt. 559, Port Kevinstad, RI 58462",Youth worker,162729.19,Pending,High,True,2,2021-10-17 12:04:49.214384,2026-05-14 12:04:49.214384
CUST_00034,Thomas Hall,eric11@example.net,3924051477053,GB34XRGG88487920698042,1949-07-16,Other,Checking,2022-09-08,1374,Finland,Cook Islands,Briantown,"510 Dillon Run Suite 368, West Toddside, CO 24935","Engineer, civil (contracting)",198513.75,Verified,Low,False,0,2022-09-08 12:04:49.215391,2026-05-29 12:04:49.215391
CUST_00035,Kristina Marquez,wrightalyssa@example.com,6205554384046,GB49ARIH25621689363926,1966-09-15,Male,Checking,2025-09-14,272,United States of America,Netherlands,Shaneberg,"832 Barker Pine, South Wendy, WI 19526",Systems analyst,241369.31,Failed,Low,False,0,2025-09-14 12:04:49.215391,2026-05-31 12:04:49.215391
CUST_00036,Justin Fry,whitemary@example.org,5664742312209,GB42TITS93933051728975,1957-12-19,Other,Premium,2022-10-16,1336,Timor-Leste,Iceland,Wellsburgh,"0463 Katherine Circles, South Michelle, NM 90660","Journalist, broadcasting",49915.3,Failed,Low,False,0,2022-10-16 12:04:49.216390,2026-06-12 12:04:49.216390
CUST_00037,Jessica Parsons,zcortez@example.net,8177038860868,GB18YUBG47644726490827,2001-12-03,Female,Savings,2025-05-03,406,Oman,Korea,Lake Vincentburgh,"6570 Shawn Station, South Christopher, MD 91165","Development worker, community",55351.78,Verified,Medium,False,0,2025-05-03 12:04:49.216390,2026-06-11 12:04:49.216390
CUST_00038,Michael Walters,millspatrick@example.net,6860259222206,GB57JJXY74212309407778,2000-05-24,Other,Business,2022-06-30,1444,Albania,New Caledonia,Youngshire,"7199 John Plaza Suite 983, East Eddiestad, AZ 19555",Amenity horticulturist,201678.88,Failed,Low,False,0,2022-06-30 12:04:49.217395,2026-06-10 12:04:49.217395
CUST_00039,Elizabeth Knapp,rodriguezvictoria@example.org,9998279501455,GB16MCYN81472145868339,1949-05-29,Other,Checking,2026-05-13,31,Botswana,Montserrat,South Jenniferport,"8995 Christina Parks Suite 729, Lake Kelly, ID 00708",Commissioning editor,240107.18,Failed,Low,False,0,2026-05-13 12:04:49.218396,2026-05-18 12:04:49.218396
CUST_00040,Robert Mclaughlin,laurenduarte@example.com,5583034414488,GB88KYAD55699023557702,1978-03-19,Prefer not to say,Business,2021-08-25,1753,Cape Verde,Niue,Mcclainside,"PSC 7608, Box 4958, APO AP 02954","Engineer, manufacturing",41147.48,Verified,Low,False,0,2021-08-25 12:04:49.218396,2026-05-22 12:04:49.218396
CUST_00041,Rebecca Barron,carl24@example.org,6829962914504,GB93NCPH57438421503178,1947-02-22,Other,Premium,2026-05-10,34,South Georgia and the South Sandwich Islands,Liberia,East Matthew,"2182 Jenny Mount Suite 810, Sarahland, MA 61695",Armed forces training and education officer,70242.42,Failed,Medium,False,0,2026-05-10 12:04:49.219401,2026-05-28 12:04:49.219401
CUST_00042,Mary Edwards,danielle35@example.org,4485714224109,GB23RQDG85854249321495,1982-03-27,Male,Savings,2022-04-28,1507,Kenya,Australia,North Thomas,"0166 Janet Ramp, Jensenport, MA 26472","Social research officer, government",173855.85,Pending,Low,False,0,2022-04-28 12:04:49.219401,2026-05-15 12:04:49.219401
CUST_00043,Nicole Owens,christopherlang@example.net,1747733294562,GB07WVKZ57701715772459,1984-07-21,Female,Savings,2022-02-11,1583,Brunei Darussalam,Malawi,South Lisaville,"8769 Allen Gardens, South Patrick, MA 27795","Therapist, art",176986.81,Verified,Low,False,0,2022-02-11 12:04:49.220401,2026-05-14 12:04:49.220401
CUST_00044,Jessica Cobb,gilbertcaldwell@example.net,1997581724619,GB61DVTY65701329022784,1971-12-27,Male,Business,2025-02-10,488,Nicaragua,Morocco,Gonzalezmouth,"5190 Abbott Walk Suite 058, North Jacquelinestad, DE 37490",Airline pilot,79015.83,Verified,Low,False,0,2025-02-10 12:04:49.220401,2026-05-14 12:04:49.220401
CUST_00045,Kevin Garrett,bsullivan@example.net,2723865624220,GB60CUAE76212679692786,1983-01-06,Other,Business,2023-06-12,1097,Svalbard & Jan Mayen Islands,Korea,Kellyburgh,"738 Jenkins Plains, Arthurton, OK 63843","Merchandiser, retail",131965.08,Verified,Medium,False,0,2023-06-12 12:04:49.221401,2026-06-06 12:04:49.221401
CUST_00046,Tonya Miller,steven18@example.net,3718949058077,GB84QPSX56544209494079,1956-12-14,Male,Savings,2022-05-29,1476,Montserrat,Austria,Lisatown,"81442 Hill Glens, Lake Danielburgh, PW 78065",Dentist,58500.81,Failed,Medium,False,0,2022-05-29 12:04:49.222402,2026-06-12 12:04:49.222402
CUST_00047,Christopher Patton,toddlloyd@example.org,1292766372395,GB33BUIY10276747836674,1955-04-29,Female,Checking,2025-03-30,440,Marshall Islands,Trinidad and Tobago,Smithmouth,"018 Blanchard Meadows Suite 544, West Destinyfurt, NH 89012",Financial controller,218938.7,Pending,Low,False,0,2025-03-30 12:04:49.222402,2026-06-06 12:04:49.222402
CUST_00048,Megan Kaiser,amy01@example.org,1817534430091,GB12BTVG91119269212447,1990-05-24,Prefer not to say,Savings,2023-02-07,1222,Vietnam,Belarus,Livingstonview,"2140 Price Circle Suite 427, South Tiffanyborough, RI 51964","Editor, magazine features",191784.89,Verified,Low,False,0,2023-02-07 12:04:49.223401,2026-05-29 12:04:49.223401
CUST_00049,Joshua Reynolds,gainesjennifer@example.org,1194707200642,GB45WKMS08776618306719,1981-11-16,Male,Savings,2025-08-18,299,Vietnam,Guinea-Bissau,Evelynfurt,"8517 Holland Fall, South Donnaport, UT 51632",Clinical biochemist,36847.05,Verified,Low,False,0,2025-08-18 12:04:49.223401,2026-05-26 12:04:49.223401
CUST_00050,Dr. Jeffrey Lopez,leejennifer@example.net,7618478700505,GB26ZXBM13878293102707,2007-03-08,Female,Premium,2024-07-02,711,Uruguay,Niger,East Jacquelineberg,"1792 Lisa Coves, South Brookebury, CA 27061",Physiological scientist,113755.54,Pending,Medium,False,0,2024-07-02 12:04:49.224401,2026-05-31 12:04:49.224401
CUST_00051,Vickie Gregory,david98@example.org,3092511426258,GB88FOHS02196207100219,2005-10-20,Male,Business,2024-04-25,779,Finland,Israel,Schwartzborough,"763 Cheryl Camp Apt. 791, Michaeltown, OH 31386","Engineer, agricultural",174858.71,Failed,Low,False,0,2024-04-25 12:04:49.224905,2026-05-23 12:04:49.224905
CUST_00052,Dr. Lisa Huffman,stevensims@example.org,0312772200543,GB31NIKT70108220781137,1985-10-12,Male,Savings,2022-06-12,1462,Mozambique,Greece,Gonzalezmouth,"3136 Nicholas Forges, South Brendaton, FM 57630",Dance movement psychotherapist,181202.87,Verified,Low,False,0,2022-06-12 12:04:49.225911,2026-05-14 12:04:49.225911
CUST_00053,Jordan Hughes,stephenlee@example.com,3520904217762,GB12YKHJ92929831687397,2002-05-28,Other,Premium,2023-04-14,1156,Kyrgyz Republic,Fiji,Lake Ronniebury,"392 Robert Cape Apt. 780, Schmidtfort, AS 91812",Chief Technology Officer,159510.14,Verified,Low,False,0,2023-04-14 12:04:49.225911,2026-05-31 12:04:49.225911
CUST_00054,Bradley Mullins DDS,idodson@example.com,3107427990772,GB12WMFZ57016580464989,1999-07-06,Male,Business,2025-04-17,422,Cote d'Ivoire,Solomon Islands,New Nicoleton,"16579 Michael Extensions Apt. 832, Johnville, SD 63218",Telecommunications researcher,55954.4,Verified,Low,False,0,2025-04-17 12:04:49.226916,2026-05-20 12:04:49.226916
CUST_00055,Paige Flores,wesley64@example.org,5577881788479,GB95LZVW13711624112412,1979-03-23,Other,Checking,2023-03-25,1176,Canada,Tunisia,New Stephanie,"827 Fisher Street Apt. 431, Port Lauriehaven, SD 44525",Paramedic,88553.0,Verified,Low,False,0,2023-03-25 12:04:49.226916,2026-05-26 12:04:49.226916
CUST_00056,Rachel Tucker,kellis@example.org,2437540254729,GB86FWRJ22223105927452,1959-05-30,Female,Savings,2024-05-12,762,Monaco,Russian Federation,Lake Loganstad,"284 Samantha Lodge Suite 275, North Tara, ND 67008",Learning disability nurse,29607.82,Failed,Medium,False,0,2024-05-12 12:04:49.227916,2026-05-31 12:04:49.227916
CUST_00057,Dylan Raymond,laurenchandler@example.com,1702814069375,GB84CKBT39834301871863,1978-10-28,Male,Premium,2023-12-17,909,Ghana,Netherlands,Lake Michaelberg,"6504 Bell Mission Apt. 376, Robertschester, VA 54790",Corporate treasurer,68312.16,Verified,Low,False,0,2023-12-17 12:04:49.227916,2026-05-30 12:04:49.227916
CUST_00058,Eric Mcneil,carl96@example.org,6462879232648,GB24PBJS47873002447146,1957-08-27,Female,Checking,2022-03-06,1560,Liechtenstein,United States of America,North David,"597 Oneill Road, Mccannville, MN 67678",Teaching laboratory technician,62318.33,Failed,Low,False,0,2022-03-06 12:04:49.227916,2026-06-06 12:04:49.227916
CUST_00059,Carla Brown,steven25@example.org,4565044818321,GB77TYFR55445189520284,1970-10-31,Male,Business,2021-08-05,1773,Slovakia (Slovak Republic),Libyan Arab Jamahiriya,Petersonburgh,"338 Robert Club, Port Davidtown, NJ 46141",Insurance underwriter,168275.14,Verified,Low,False,0,2021-08-05 12:04:49.229420,2026-05-22 12:04:49.229420
CUST_00060,Jeremy Huerta,gerald40@example.net,3223423216110,GB48YPYN03108907140140,1996-10-17,Male,Checking,2024-07-12,701,Bhutan,Slovenia,New Jamieborough,"12495 Martin Parkway Apt. 891, Port Belindatown, NC 28943","Engineer, agricultural",186885.53,Pending,Low,False,0,2024-07-12 12:04:49.230431,2026-06-01 12:04:49.230431
CUST_00061,Paul Smith,glasssamantha@example.net,5927125663836,GB94DYKD71827548015716,1964-09-30,Female,Savings,2023-11-04,952,Korea,Netherlands Antilles,Gloriamouth,"6317 White Spring Suite 167, North Douglasfurt, UT 77906","Civil engineer, consulting",85581.54,Verified,Low,False,0,2023-11-04 12:04:49.230431,2026-06-02 12:04:49.230431
CUST_00062,William Morgan,bmartinez@example.net,4994657967842,GB29YODD47732010170269,1991-09-01,Other,Premium,2022-11-18,1303,Greece,Cape Verde,Christyville,"3477 Daniels Valleys Apt. 061, Colefurt, NV 60749",Animal technologist,179495.37,Verified,Medium,False,0,2022-11-18 12:04:49.231430,2026-05-25 12:04:49.231430
CUST_00063,Matthew Chan,travistaylor@example.net,7197889778280,GB92MIPS69545009025590,1997-07-09,Other,Business,2021-09-22,1725,Uganda,Niue,Oscarchester,"5033 Deborah Ramp Apt. 141, Geoffreyside, MD 05400",Psychiatrist,58787.09,Verified,Low,False,0,2021-09-22 12:04:49.231430,2026-05-18 12:04:49.231430
CUST_00064,Stephanie Adams,uchapman@example.com,5917135785294,GB24LNGP18344049639191,1985-09-21,Prefer not to say,Premium,2025-01-14,515,Guadeloupe,Faroe Islands,New Lauriefort,"48468 Gonzalez Locks Suite 987, North Courtney, NC 24951",Technical author,213225.31,Verified,Medium,False,0,2025-01-14 12:04:49.232936,2026-05-20 12:04:49.232936
CUST_00065,Victor Harmon,oadams@example.net,9083572324665,GB14CUGN44249363123034,1977-01-12,Prefer not to say,Business,2025-09-09,277,Libyan Arab Jamahiriya,Monaco,Hendersonton,"04482 Tamara Oval Apt. 015, Michellechester, MH 48137",Chemical engineer,122432.33,Verified,Low,False,0,2025-09-09 12:04:49.232936,2026-05-26 12:04:49.232936
CUST_00066,Misty Taylor,duncanvincent@example.org,7139155963632,GB35DFGI76490785158673,1964-05-07,Male,Premium,2024-10-27,594,Turkmenistan,Slovenia,West Thomas,"90034 Parker Squares Suite 183, Pricefurt, PW 33994",Illustrator,217504.14,Verified,Medium,False,0,2024-10-27 12:04:49.232936,2026-06-06 12:04:49.232936
CUST_00067,Nicole Evans,ruthwelch@example.net,0417765612481,GB58LNTX85700272063459,1951-01-16,Male,Savings,2022-03-19,1547,Bouvet Island (Bouvetoya),Cayman Islands,New Jennifer,"657 Russo Dale, Glennshire, GU 43437",Herbalist,225184.19,Failed,Medium,False,0,2022-03-19 12:04:49.234458,2026-06-12 12:04:49.234458
CUST_00068,Jacob Long,kduffy@example.org,0893173420696,GB67TIEC52910867713334,1965-01-16,Prefer not to say,Checking,2023-02-19,1210,San Marino,Lithuania,Andersonborough,"362 Sparks Burgs Suite 439, Solomonstad, OR 90189",Proofreader,228449.82,Failed,Low,False,0,2023-02-19 12:04:49.235468,2026-05-26 12:04:49.235468
CUST_00069,Casey Morris,tmcdaniel@example.com,9411800537599,GB75WXZB04896465280924,1957-01-03,Prefer not to say,Checking,2022-03-05,1561,Macao,Lithuania,Natalieberg,"41502 Savage Village Suite 564, Chloeview, NC 41527",Press photographer,104138.28,Verified,Medium,False,0,2022-03-05 12:04:49.236469,2026-05-20 12:04:49.236469
CUST_00070,Zachary Gallagher,angelalivingston@example.net,0320320742761,GB91PBOL87771215134228,2001-06-04,Female,Business,2022-11-06,1315,Faroe Islands,Mongolia,New Whitney,"1371 Johnson Springs, South Nathanielville, MP 42907","Designer, exhibition/display",135258.33,Verified,Low,False,0,2022-11-06 12:04:49.236469,2026-06-01 12:04:49.236469
CUST_00071,Ronald Keller,rfuller@example.net,5097592304501,GB69RTMC64236103266421,1965-10-06,Female,Checking,2021-09-09,1738,Liechtenstein,Spain,Fitzgeraldport,"PSC 9251, Box 5837, APO AA 51368",Publishing copy,194157.4,Verified,Low,False,0,2021-09-09 12:04:49.237476,2026-06-07 12:04:49.237476
CUST_00072,Jenny Avila,christina66@example.org,8573278814761,GB93ZPJE24386490810818,1974-05-13,Female,Business,2023-09-24,993,Isle of Man,Bhutan,Guerreroshire,"9180 Joy Mountain Apt. 260, South Nancyport, MD 77467","Programme researcher, broadcasting/film/video",236010.31,Verified,Low,False,0,2023-09-24 12:04:49.238479,2026-05-19 12:04:49.238479
CUST_00073,Deborah Levy,jasonmiller@example.net,1680061027769,GB63XPJT95641220310303,1978-03-10,Male,Premium,2025-04-09,430,Pakistan,Cameroon,South Megan,"47276 Darren Drives, Maynardfort, AK 59419",Textile designer,104970.09,Verified,Medium,False,0,2025-04-09 12:04:49.238479,2026-06-06 12:04:49.238479
CUST_00074,Keith Bass,cookcurtis@example.net,6799840767899,GB13VPHW08069581467179,1989-06-02,Other,Business,2023-07-05,1074,Guatemala,Kiribati,Smithport,"7383 Dorsey Walk Suite 246, Whitakerstad, WY 62409","Designer, television/film set",128025.07,Pending,Low,False,0,2023-07-05 12:04:49.239489,2026-06-11 12:04:49.239489
CUST_00075,Paul Estrada,glenmoore@example.com,6743380054522,GB52QBZC56193183745508,1963-08-26,Other,Savings,2023-03-17,1184,Ukraine,Canada,Lake Brentmouth,"99180 Gary Crest, West Eric, LA 93321",Private music teacher,181859.34,Failed,Medium,False,0,2023-03-17 12:04:49.240487,2026-05-17 12:04:49.240487
CUST_00076,Dr. Christian Cox PhD,allisonscott@example.com,3754821456532,GB26YYQN32666785072081,1951-03-21,Other,Checking,2025-09-30,256,Guadeloupe,Germany,Holdenburgh,"29084 Morales Springs Suite 550, Rachelberg, UT 53445",Product designer,106631.7,Pending,Low,False,0,2025-09-30 12:04:49.240487,2026-05-25 12:04:49.240487
CUST_00077,Lori Montgomery,zterry@example.net,3410856288431,GB74QRJQ52008943468105,1963-02-15,Male,Premium,2023-03-11,1190,Niue,Madagascar,Davidville,"5399 Michael Haven, Lake Nicholas, WA 32958",Civil Service fast streamer,106555.62,Verified,Medium,False,0,2023-03-11 12:04:49.241485,2026-05-31 12:04:49.241485
CUST_00078,Cheryl Osborne,tgarcia@example.com,1106273715869,GB81RQYM49767762282772,1993-05-23,Other,Business,2024-03-26,809,Malaysia,Tokelau,Lake Jasonfort,"519 Rodriguez Land, Billyberg, DE 49189",Industrial/product designer,202311.21,Failed,Low,False,0,2024-03-26 12:04:49.242485,2026-05-27 12:04:49.242485
CUST_00079,John Moody,kristenfisher@example.com,3270185106794,GB39SOKZ67922877725199,1973-04-28,Prefer not to say,Checking,2024-08-18,664,Iceland,Djibouti,Morganton,"USCGC Fitzgerald, FPO AP 12104",Diagnostic radiographer,72897.88,Failed,Medium,False,0,2024-08-18 12:04:49.242485,2026-06-04 12:04:49.242485
