entity_id,entity_name,entity_type,country,sanction_source,sanction_category,reason_for_sanction,risk_level,pep_flag,fraudster_flag,blacklist_flag,regulatory_reference,effective_date,expiry_date,status,created_at,updated_at
SANC_00028,"Tran, Nelson and Jacobs",Individual,Mayotte,EU,Terrorism Financing,Data plant enough major town suffer.,Critical,False,True,True,REG-2023-315,2023-09-04,2026-07-17,Active,2026-01-12 12:04:49.117023,2026-04-28 12:04:49.117023
SANC_00029,"Henderson, Hill and Smith",Organization,Bermuda,EU,Narcotics,Pm energy scientist necessary.,High,True,False,True,REG-2021-283,2023-08-23,2025-07-28,Active,2025-01-29 12:04:49.117023,2026-04-21 12:04:49.117023
SANC_00030,"Smith, Jones and Ware",Vessel,Burundi,UN,Narcotics,Nation strong old challenge.,High,False,True,True,REG-2024-327,2024-05-10,,Active,2025-07-13 12:04:49.117023,2026-04-29 12:04:49.117023
SANC_00031,Jacob Fitzpatrick,Individual,Burundi,OFAC,Narcotics,Together decide economic.,Critical,False,False,True,REG-2021-891,2023-09-19,,Active,2025-04-11 12:04:49.117023,2026-04-08 12:04:49.117023
SANC_00032,Justin Baxter,Vessel,Philippines,OFAC,Terrorism Financing,See understand door class son computer include conference.,Critical,True,False,True,REG-2021-211,2023-08-31,2025-08-18,Active,2025-02-25 12:04:49.117023,2026-05-03 12:04:49.117023
SANC_00033,Timothy Pham,Vessel,Saint Vincent and the Grenadines,UKHM,Narcotics,Environment skin blue the teach.,Critical,True,False,True,REG-2021-632,2025-05-31,2027-12-03,Active,2025-03-19 12:04:49.118023,2026-03-12 12:04:49.118023
SANC_00034,Velasquez Group,Vessel,North Korea,EU,Cyber Crime,Figure somebody dinner age cover foreign.,Critical,True,False,True,REG-2025-421,2023-12-02,2025-04-07,Active,2025-03-02 12:04:49.118023,2026-05-05 12:04:49.118023
SANC_00035,Rasmussen LLC,Vessel,Mayotte,UN,Regime Sanctions,Political hundred wonder movie voice boy.,Critical,True,True,True,REG-2024-780,2025-04-14,2028-03-07,Active,2025-02-15 12:04:49.118023,2026-05-21 12:04:49.118023
SANC_00036,Carpenter LLC,Organization,Uganda,OFAC,Cyber Crime,Board its rock.,Critical,True,False,True,REG-2025-721,2024-01-01,2026-04-21,Active,2025-07-22 12:04:49.118023,2026-04-17 12:04:49.118023
SANC_00037,Obrien-Dixon,Vessel,Nauru,EU,Terrorism Financing,Tonight couple and job mind southern.,Critical,False,True,True,REG-2022-788,2024-02-11,2025-09-01,Active,2025-12-20 12:04:49.118023,2026-06-09 12:04:49.118023
SANC_00038,Natalie Lambert,Organization,Bermuda,OFAC,Regime Sanctions,Issue we TV perhaps professional by.,Critical,True,False,True,REG-2024-509,2024-11-27,,Active,2025-04-04 12:04:49.119529,2026-03-16 12:04:49.119529
SANC_00039,Eric Ortiz,Individual,Mayotte,EU,Narcotics,Recent never court professor here security.,Critical,True,True,True,REG-2021-567,2025-05-12,,Active,2025-07-11 12:04:49.119529,2026-03-19 12:04:49.119529
SANC_00040,"Carroll, Sullivan and Bass",Vessel,Bermuda,UN,Regime Sanctions,Expert involve oil pressure let.,Critical,False,True,True,REG-2024-560,2023-10-26,,Active,2025-10-30 12:04:49.120136,2026-03-23 12:04:49.120136
SANC_00041,Kayla Leon,Vessel,Nauru,EU,Cyber Crime,Probably exist professional people.,Critical,True,False,True,REG-2022-378,2024-05-21,2026-11-25,Active,2026-01-23 12:04:49.120136,2026-05-26 12:04:49.120136
SANC_00042,Nicole Chambers,Organization,Russia,EU,Narcotics,Southern challenge animal worker particularly.,High,False,False,True,REG-2023-655,2023-08-24,2024-10-25,Active,2025-11-20 12:04:49.120136,2026-04-20 12:04:49.120136
SANC_00043,Jason Soto,Vessel,Russia,OFAC,Regime Sanctions,Responsibility himself hundred challenge reach.,Critical,True,False,True,REG-2023-871,2025-01-29,2027-04-03,Active,2025-06-03 12:04:49.120136,2026-03-09 12:04:49.120136
SANC_00044,Osborne and Sons,Vessel,Burundi,UKHM,Narcotics,Sound receive let newspaper.,Critical,False,False,True,REG-2021-498,2025-05-06,2028-03-31,Active,2025-08-10 12:04:49.121144,2026-03-12 12:04:49.121144
SANC_00045,Joyce Solis,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Write other wear through partner rest measure.,High,True,False,True,REG-2022-987,2025-05-25,2026-07-15,Active,2025-10-23 12:04:49.121144,2026-04-25 12:04:49.121144
SANC_00046,Jill Moore,Organization,Philippines,UN,Regime Sanctions,Late seem style everyone sing machine dream.,Critical,False,False,True,REG-2021-581,2025-03-19,,Active,2025-06-02 12:04:49.121144,2026-06-06 12:04:49.121144
SANC_00047,Reeves and Sons,Organization,Burundi,OFAC,Terrorism Financing,From throw ball character him.,High,True,True,True,REG-2021-736,2024-05-19,,Active,2025-12-31 12:04:49.122145,2026-04-13 12:04:49.122145
SANC_00048,"Lewis, Perry and Rivera",Vessel,Czech Republic,UKHM,Cyber Crime,Indeed deal information toward once receive task.,Critical,True,True,True,REG-2022-418,2023-10-09,,Active,2026-02-20 12:04:49.122145,2026-05-04 12:04:49.122145
SANC_00049,"James, Smith and Bell",Organization,Uganda,EU,Terrorism Financing,Table well industry section national owner.,High,True,False,True,REG-2025-924,2025-01-27,,Active,2025-05-20 12:04:49.122145,2026-06-07 12:04:49.122145
SANC_00050,Don Tucker MD,Organization,North Korea,UN,Terrorism Financing,Right subject try wonder move trade.,Critical,True,False,True,REG-2024-208,2023-12-01,2025-12-05,Active,2025-04-14 12:04:49.123147,2026-04-15 12:04:49.123147
SANC_00051,"Alvarado, Miller and Patterson",Organization,Ecuador,UN,Regime Sanctions,Consider employee force lawyer front they everything.,Critical,False,False,True,REG-2023-972,2024-09-14,,Active,2026-01-20 12:04:49.123147,2026-05-08 12:04:49.123147
SANC_00052,King-Miller,Individual,Benin,UKHM,Cyber Crime,See appear weight.,High,False,False,True,REG-2022-599,2025-03-20,,Active,2025-10-24 12:04:49.123147,2026-04-30 12:04:49.123147
SANC_00053,Rachael Pearson,Vessel,Russia,UN,Terrorism Financing,Wear current after.,High,True,True,True,REG-2024-600,2023-12-04,2025-08-06,Active,2025-03-17 12:04:49.123147,2026-04-13 12:04:49.123147
SANC_00054,Martinez Ltd,Organization,Benin,OFAC,Terrorism Financing,Nor design record short.,Critical,True,False,True,REG-2022-413,2023-10-09,2025-10-20,Active,2025-07-06 12:04:49.124147,2026-04-03 12:04:49.124147
SANC_00055,"Lawson, Adkins and Wilson",Organization,Syria,UN,Cyber Crime,Who blue agent find.,Critical,False,False,True,REG-2023-336,2023-10-21,,Active,2025-11-27 12:04:49.124147,2026-05-03 12:04:49.124147
SANC_00056,Jaime David,Vessel,Russia,EU,Narcotics,Away real physical big significant.,High,False,False,True,REG-2025-878,2024-11-20,2026-09-05,Active,2026-01-13 12:04:49.124657,2026-05-19 12:04:49.124657
SANC_00057,Renee Hogan,Organization,Ecuador,UN,Terrorism Financing,Site girl into have media game support.,High,False,True,True,REG-2021-666,2025-04-03,,Active,2025-12-31 12:04:49.124657,2026-03-23 12:04:49.124657
SANC_00058,Garcia-Yu,Organization,Saint Vincent and the Grenadines,OFAC,Cyber Crime,Religious itself safe whole establish space Mrs.,Critical,False,False,True,REG-2023-288,2025-03-12,2026-11-25,Active,2025-07-04 12:04:49.124657,2026-05-29 12:04:49.124657
SANC_00059,Graham-Simon,Organization,Nauru,OFAC,Terrorism Financing,Focus early various everything late.,High,True,False,True,REG-2021-354,2024-06-22,,Active,2025-02-07 12:04:49.124657,2026-04-20 12:04:49.124657
SANC_00060,Hudson-Barnett,Vessel,Burundi,UKHM,Regime Sanctions,Agreement surface consider deep something future.,Critical,False,False,True,REG-2023-682,2025-01-15,2027-10-01,Active,2025-02-20 12:04:49.124657,2026-05-31 12:04:49.124657
SANC_00061,"Haynes, Hill and Smith",Individual,Iran,EU,Cyber Crime,Beat result major serve real.,High,True,True,True,REG-2022-665,2025-04-26,,Active,2026-03-04 12:04:49.125660,2026-04-21 12:04:49.125660
SANC_00062,Joan Smith,Vessel,Nauru,UN,Terrorism Financing,Develop reality fill ok list.,High,False,False,True,REG-2024-172,2024-10-26,2026-07-23,Active,2025-04-19 12:04:49.125660,2026-03-29 12:04:49.125660
SANC_00063,Coleman-Reese,Individual,Mayotte,OFAC,Narcotics,Goal law fill discover return firm.,High,False,True,True,REG-2021-161,2024-07-29,,Active,2025-09-29 12:04:49.125660,2026-03-28 12:04:49.125660
SANC_00064,"Tapia, Vaughn and Lee",Vessel,Bosnia and Herzegovina,UKHM,Terrorism Financing,Everybody operation set others wonder strategy fast.,Critical,False,False,True,REG-2023-612,2025-01-10,2027-04-03,Active,2026-01-23 12:04:49.126659,2026-03-28 12:04:49.126659
SANC_00065,Adrian Ferguson,Organization,Syria,UN,Cyber Crime,Animal approach factor want point.,High,True,True,True,REG-2025-701,2024-03-19,2027-02-05,Active,2025-10-19 12:04:49.126659,2026-03-31 12:04:49.126659
SANC_00066,Shane Andrews MD,Individual,Nauru,UKHM,Cyber Crime,Future whole education technology box assume.,High,False,False,True,REG-2021-581,2025-01-17,2026-12-24,Active,2025-09-22 12:04:49.126659,2026-03-19 12:04:49.126659
SANC_00067,Mark Brown,Individual,Philippines,UKHM,Regime Sanctions,Specific we be easy.,Critical,False,True,True,REG-2024-190,2024-06-28,2026-05-25,Active,2026-01-05 12:04:49.127666,2026-03-06 12:04:49.127666
SANC_00068,Lisa Gibbs,Vessel,Northern Mariana Islands,UKHM,Regime Sanctions,Simply herself training father open.,High,True,False,True,REG-2025-874,2024-08-19,2026-11-14,Active,2025-02-09 12:04:49.127666,2026-06-06 12:04:49.127666
SANC_00069,Marc Lynch,Vessel,Falkland Islands (Malvinas),UN,Regime Sanctions,Way debate decision produce.,Critical,True,True,True,REG-2025-918,2024-05-11,,Active,2025-12-14 12:04:49.127666,2026-05-04 12:04:49.127666
SANC_00070,Thompson Inc,Vessel,Mayotte,OFAC,Narcotics,Able late order fact.,High,False,True,True,REG-2022-610,2023-10-12,2025-08-05,Active,2025-06-18 12:04:49.127666,2026-03-14 12:04:49.127666
SANC_00071,Douglas Heath,Organization,Nauru,EU,Regime Sanctions,Reach under skin person.,High,False,True,True,REG-2025-620,2023-12-09,2025-04-26,Active,2026-01-29 12:04:49.127666,2026-05-08 12:04:49.127666
SANC_00072,Coleman PLC,Organization,Philippines,UN,Terrorism Financing,Positive training step author coach.,Critical,False,False,True,REG-2022-557,2024-11-07,2026-10-26,Active,2025-09-16 12:04:49.129174,2026-04-03 12:04:49.129174
SANC_00073,"Curry, Carroll and Roberts",Organization,Benin,UN,Narcotics,Light fight I evening.,High,False,True,True,REG-2024-144,2024-02-06,2026-06-04,Active,2025-03-09 12:04:49.129174,2026-04-25 12:04:49.129174
SANC_00074,Bobby Williams MD,Vessel,Iran,EU,Regime Sanctions,Page ago director purpose team onto.,High,True,False,True,REG-2021-995,2024-08-05,2025-11-15,Active,2025-06-09 12:04:49.130182,2026-04-15 12:04:49.130182
SANC_00075,Miss Debra Williams PhD,Individual,Mayotte,EU,Terrorism Financing,Million kind everything young job sport why.,Critical,False,False,True,REG-2025-809,2023-06-29,2024-09-18,Active,2025-09-18 12:04:49.130182,2026-03-18 12:04:49.130182
SANC_00076,Ortiz-Morris,Organization,Philippines,UKHM,Terrorism Financing,Tax form really explain.,High,True,False,True,REG-2022-864,2024-06-12,,Active,2026-01-14 12:04:49.131183,2026-03-07 12:04:49.131183
SANC_00077,"Johnson, Miller and King",Individual,Benin,EU,Cyber Crime,Wife identify method write.,High,True,False,True,REG-2021-400,2024-04-19,2026-07-04,Active,2025-12-21 12:04:49.131183,2026-05-12 12:04:49.131183
SANC_00078,"Murray, Brown and Stone",Vessel,North Korea,EU,Narcotics,Series personal service data near until just recognize.,High,True,False,True,REG-2025-799,2024-11-04,,Active,2025-05-11 12:04:49.132184,2026-05-25 12:04:49.132184
SANC_00079,Mark Lloyd,Vessel,Saint Pierre and Miquelon,UKHM,Cyber Crime,Financial add impact different.,High,False,False,True,REG-2025-261,2023-09-15,,Active,2025-09-10 12:04:49.132184,2026-03-29 12:04:49.132184
SANC_00080,Julia Wilson,Organization,Russia,UN,Regime Sanctions,Marriage respond meeting event.,Critical,True,False,True,REG-2024-209,2025-03-27,,Active,2025-05-17 12:04:49.132184,2026-04-28 12:04:49.132184
SANC_00081,Baird-Sanchez,Vessel,Bosnia and Herzegovina,OFAC,Regime Sanctions,Certain course out second carry attorney significant.,Critical,True,True,True,REG-2025-863,2025-03-22,2027-01-09,Active,2025-02-01 12:04:49.133190,2026-05-14 12:04:49.133190
SANC_00082,Morgan-French,Organization,Burundi,EU,Cyber Crime,Star executive fear only your.,High,True,True,True,REG-2023-907,2025-04-06,2027-11-20,Active,2025-08-31 12:04:49.133190,2026-03-11 12:04:49.133190
SANC_00083,Jill Washington,Organization,Philippines,UKHM,Narcotics,Necessary myself lay focus country recently.,High,True,False,True,REG-2025-613,2024-06-27,2025-12-12,Active,2025-10-25 12:04:49.133190,2026-04-12 12:04:49.133190
SANC_00084,Hall-Rowe,Organization,Syria,UN,Terrorism Financing,Fish list tree.,Critical,True,True,True,REG-2022-980,2024-08-30,2027-07-21,Active,2025-08-14 12:04:49.133190,2026-04-02 12:04:49.133190
SANC_00085,Matthew Hoover,Organization,Northern Mariana Islands,UN,Terrorism Financing,Manager already maybe opportunity.,Critical,False,False,True,REG-2025-490,2024-04-04,2026-04-19,Active,2026-01-09 12:04:49.134290,2026-03-18 12:04:49.134290
SANC_00086,Ryan Garcia,Individual,Bermuda,UN,Narcotics,Address century that wide avoid sit enter.,High,False,False,True,REG-2024-219,2025-04-18,,Active,2026-02-14 12:04:49.134290,2026-05-05 12:04:49.134290
SANC_00087,"Sanders, Miller and Murphy",Individual,Saint Vincent and the Grenadines,EU,Narcotics,Here first responsibility service their along attention.,Critical,False,False,True,REG-2025-529,2024-10-09,2026-03-16,Active,2025-08-05 12:04:49.136297,2026-03-21 12:04:49.136297
SANC_00088,Donna Perez,Organization,Bermuda,UKHM,Cyber Crime,Its better plant their.,High,False,True,True,REG-2024-555,2024-10-15,2026-10-21,Active,2026-01-14 12:04:49.136297,2026-03-17 12:04:49.136297
SANC_00089,Elijah Johnson,Vessel,Saint Vincent and the Grenadines,OFAC,Regime Sanctions,Someone fall hear certainly most not.,Critical,True,True,True,REG-2024-193,2024-05-22,2027-03-10,Active,2025-04-12 12:04:49.137305,2026-03-28 12:04:49.137305
SANC_00090,Jackson Inc,Individual,Philippines,EU,Narcotics,That people drive tree central leave effect effort.,High,True,True,True,REG-2025-321,2025-02-17,2026-10-13,Active,2025-09-18 12:04:49.137305,2026-05-25 12:04:49.137305
SANC_00091,Santana-Byrd,Vessel,Northern Mariana Islands,UN,Narcotics,Available war write federal.,High,False,True,True,REG-2021-776,2023-06-20,2024-10-31,Active,2026-02-26 12:04:49.139308,2026-04-28 12:04:49.139308
SANC_00092,"Wright, Bruce and Gonzalez",Individual,Antarctica (the territory South of 60 deg S),UN,Terrorism Financing,Table blood high grow fast recognize.,High,False,True,True,REG-2022-859,2024-05-07,2025-08-31,Active,2025-02-17 12:04:49.140338,2026-06-04 12:04:49.140338
SANC_00093,Mary Hill,Organization,Jamaica,OFAC,Regime Sanctions,Ten sing wind treat seat strategy total.,High,True,False,True,REG-2024-758,2023-06-30,2024-08-30,Active,2025-07-03 12:04:49.140338,2026-04-22 12:04:49.140338
SANC_00094,Lisa Gomez,Individual,Nauru,UKHM,Terrorism Financing,Per question return process stuff.,High,False,True,True,REG-2021-229,2025-02-04,,Active,2025-04-15 12:04:49.140338,2026-03-30 12:04:49.140338
SANC_00095,Berger Ltd,Organization,Uganda,UN,Regime Sanctions,Final kid often.,Critical,True,True,True,REG-2025-838,2024-10-12,2026-12-26,Active,2025-07-17 12:04:49.141321,2026-05-14 12:04:49.141321
SANC_00096,Theodore Murphy,Organization,Uganda,UKHM,Terrorism Financing,Compare car much will most tree.,Critical,False,False,True,REG-2023-483,2025-01-01,2027-12-05,Active,2025-07-06 12:04:49.141321,2026-06-04 12:04:49.141321
SANC_00097,Thomas Raymond,Individual,Anguilla,UKHM,Terrorism Financing,Second full boy while cell.,Critical,True,True,True,REG-2025-675,2025-03-19,2028-02-03,Active,2026-01-02 12:04:49.141321,2026-04-21 12:04:49.141321
SANC_00098,Misty Whitney,Vessel,Mayotte,OFAC,Cyber Crime,Hand so add Mr lawyer pull public.,Critical,False,True,True,REG-2025-619,2023-12-05,,Active,2025-04-03 12:04:49.141321,2026-04-12 12:04:49.141321
SANC_00099,Mark Watson,Individual,Saint Vincent and the Grenadines,UN,Terrorism Financing,Likely people wall foreign particular.,Critical,True,False,True,REG-2025-885,2024-09-09,2027-05-30,Active,2025-03-25 12:04:49.141321,2026-03-22 12:04:49.141321
SANC_00100,Reid Group,Vessel,North Korea,UN,Terrorism Financing,Power bring animal also you.,High,False,False,True,REG-2023-459,2024-10-28,,Active,2025-12-22 12:04:49.142317,2026-04-01 12:04:49.142317
SANC_00101,Young PLC,Individual,Falkland Islands (Malvinas),OFAC,Terrorism Financing,Home he we recent.,High,False,False,True,REG-2024-449,2023-09-11,,Active,2025-09-27 12:04:49.142317,2026-03-12 12:04:49.142317
SANC_00102,Patrick Moore,Vessel,Bermuda,OFAC,Terrorism Financing,Pressure street past voice evidence real.,High,True,True,True,REG-2021-378,2024-08-05,2026-10-13,Active,2025-06-30 12:04:49.142317,2026-03-27 12:04:49.142317
SANC_00103,Trevor Foley,Organization,Czech Republic,OFAC,Cyber Crime,Wonder happen top population.,Critical,True,False,True,REG-2025-598,2023-11-28,2025-10-08,Active,2026-02-10 12:04:49.142317,2026-05-15 12:04:49.142317
SANC_00104,Colton Martinez,Vessel,Bouvet Island (Bouvetoya),OFAC,Narcotics,Begin deep police wife anything four writer.,Critical,True,True,True,REG-2023-396,2023-07-30,2024-08-05,Active,2025-06-24 12:04:49.142317,2026-03-09 12:04:49.142317
SANC_00105,Andrea Hubbard,Individual,Uganda,EU,Cyber Crime,Only spend do similar small.,High,False,True,True,REG-2024-119,2025-02-13,2026-05-03,Active,2025-09-26 12:04:49.142317,2026-03-31 12:04:49.142317
SANC_00106,Scott Thomas,Organization,Russia,UKHM,Cyber Crime,Music sometimes body term.,High,False,True,True,REG-2023-275,2024-09-17,2027-06-11,Active,2025-07-13 12:04:49.143315,2026-03-16 12:04:49.143315
SANC_00107,Howard and Sons,Individual,Mayotte,OFAC,Narcotics,Food company appear score moment second live sing.,Critical,False,True,True,REG-2024-991,2023-09-23,2025-09-04,Active,2025-11-12 12:04:49.143315,2026-05-01 12:04:49.143315
SANC_00108,"Rodriguez, Gordon and Dougherty",Individual,Jamaica,OFAC,Narcotics,Road training probably.,Critical,False,True,True,REG-2022-205,2024-07-15,,Active,2025-11-24 12:04:49.143315,2026-05-21 12:04:49.143315
SANC_00109,Schneider-Johnson,Vessel,Anguilla,EU,Regime Sanctions,Suggest international blue Republican kitchen tonight focus.,Critical,False,False,True,REG-2023-254,2024-02-02,2026-05-27,Active,2025-07-22 12:04:49.143315,2026-03-24 12:04:49.143315
SANC_00110,Donald Schultz,Organization,Antarctica (the territory South of 60 deg S),OFAC,Cyber Crime,Republican herself our far measure involve soldier.,High,False,False,True,REG-2024-138,2023-10-06,,Active,2025-10-10 12:04:49.143315,2026-06-03 12:04:49.143315
SANC_00111,"Curtis, Mack and Le",Individual,Bermuda,UKHM,Regime Sanctions,Involve thousand including still human.,High,False,True,True,REG-2023-719,2023-09-09,2025-02-09,Active,2026-02-02 12:04:49.144322,2026-04-16 12:04:49.144322
SANC_00112,Jeffery Ortega,Organization,Russia,OFAC,Narcotics,Well rather listen before be it.,High,True,False,True,REG-2024-636,2024-12-30,2026-06-10,Active,2025-08-31 12:04:49.144322,2026-04-26 12:04:49.144322
SANC_00113,"Watson, Anderson and Brown",Organization,Mayotte,UN,Terrorism Financing,No prove improve them wait institution trouble.,Critical,True,False,True,REG-2021-671,2025-01-11,2026-10-28,Active,2025-10-27 12:04:49.144322,2026-03-12 12:04:49.144322
SANC_00114,Burke-Bell,Vessel,Falkland Islands (Malvinas),UN,Terrorism Financing,Medical choice lot suggest glass news boy.,High,False,False,True,REG-2024-232,2023-07-22,2024-10-15,Active,2025-09-28 12:04:49.144322,2026-04-02 12:04:49.144322
SANC_00115,Renee Bruce,Organization,Falkland Islands (Malvinas),OFAC,Regime Sanctions,Party poor ago upon stop environment Congress reflect.,Critical,True,False,True,REG-2023-284,2024-01-15,2025-12-29,Active,2025-02-06 12:04:49.144322,2026-04-11 12:04:49.144322
SANC_00116,Heather White,Individual,Falkland Islands (Malvinas),OFAC,Cyber Crime,Not husband center plan.,High,True,False,True,REG-2025-234,2024-02-07,2025-07-13,Active,2025-12-12 12:04:49.145477,2026-05-20 12:04:49.145477
SANC_00117,Reese and Sons,Vessel,Ecuador,UKHM,Terrorism Financing,Information game have return since nothing.,Critical,False,True,True,REG-2024-725,2023-07-06,,Active,2025-02-15 12:04:49.145477,2026-04-16 12:04:49.145477
SANC_00118,Brittney Webster,Individual,Bosnia and Herzegovina,UKHM,Narcotics,Purpose evening product.,Critical,False,False,True,REG-2023-896,2023-08-17,2026-02-07,Active,2025-08-03 12:04:49.145477,2026-05-23 12:04:49.145477
